,FieldID,date,NDVI,Year,Month,NDVI_Sep
16965,WC15,2006-02-22,0.3007268520210206,2006,2,0.2281290070237319
16964,WC16,2006-02-22,0.4535768006459532,2006,2,0.1591757681317064
16978,WC9,2006-02-22,0.4432607581783719,2006,2,0.1544718957377341
16962,WC11,2006-02-22,0.1487797631042449,2006,2,0.2260357052015984
16963,WC25,2006-02-22,0.2903147484372609,2006,2,0.2052198135802381
16948,WC26,2006-02-22,0.3685697468844206,2006,2,0.6099813592200986
16949,SW4,2006-02-22,0.1764041946021414,2006,2,0.4207774489011459
12556,WC1,2006-02-22,0.141643250373932,2006,2,0.1542481546261886
16958,SW5,2006-02-22,0.1189342426621657,2006,2,0.3147129191003925
16959,SW6,2006-02-22,0.3425267744703996,2006,2,0.695397666963677
16961,WC8,2006-02-22,0.1390537326406076,2006,2,0.1612455141805251
16955,SW3,2006-02-22,0.4261865572398842,2006,2,0.1559922452317641
161,NC2,2006-02-24,0.1974190127078304,2006,2,0.7327749937572816
162,NC1,2006-02-24,0.1375868284250548,2006,2,0.4624418914297566
25536,SW1,2006-03-01,0.1603060922925143,2006,3,0.282169600792805
25516,SW6,2006-03-01,0.1919569505648997,2006,3,0.695397666963677
25506,SW4,2006-03-01,0.1148840667024748,2006,3,0.4207774489011459
21251,NW7,2006-03-01,0.2731522324195846,2006,3,0.1493060562509962
21250,NW6,2006-03-01,0.339417599033741,2006,3,0.1309618863280828
25515,SW5,2006-03-01,0.0838785916226524,2006,3,0.3147129191003925
4247,NC1,2006-03-03,0.1428133793314389,2006,3,0.4624418914297566
4246,NC2,2006-03-03,0.2016845883062711,2006,3,0.7327749937572816
12600,WC2,2006-03-10,0.4136444932036162,2006,3,0.1645564184420014
12599,WC1,2006-03-10,0.1399725176442433,2006,3,0.1542481546261886
12601,WC3,2006-03-10,0.438640526156101,2006,3,0.1557024589757507
17007,WC16,2006-03-10,0.5433391283447501,2006,3,0.1591757681317064
12603,WC4,2006-03-10,0.139738093519745,2006,3,0.1675214557893032
12602,WC6,2006-03-10,0.4403222365033123,2006,3,0.1623522967384541
17027,WC27,2006-03-10,0.2745940134175083,2006,3,0.3205103704871104
17026,WC7,2006-03-10,0.466434430458396,2006,3,0.4698895144923331
17025,WC14,2006-03-10,0.3825277068125833,2006,3,0.6243774870660361
17024,WC10,2006-03-10,0.4036576982225086,2006,3,0.1636397716637496
17023,SW2,2006-03-10,0.1377098868504207,2006,3,0.5783950421846797
17022,SW1,2006-03-10,0.1669068605025362,2006,3,0.282169600792805
17021,WC9,2006-03-10,0.4903331428216232,2006,3,0.1544718957377341
17020,WC13,2006-03-10,0.1582195262031019,2006,3,0.2246107482753599
12641,WC27,2006-03-10,0.2751607553144319,2006,3,0.3205103704871104
17016,WC24,2006-03-10,0.3042438151828291,2006,3,0.3995788016293056
16992,SW4,2006-03-10,0.1834462644184799,2006,3,0.4207774489011459
16998,SW3,2006-03-10,0.4679679948854807,2006,3,0.1559922452317641
17000,WC17,2006-03-10,0.1417313030655139,2006,3,0.1495411069570715
17001,SW5,2006-03-10,0.1137680355659966,2006,3,0.3147129191003925
17002,SW6,2006-03-10,0.3929010018629132,2006,3,0.695397666963677
17003,WC12,2006-03-10,0.2485653032737374,2006,3,0.3624035881918264
17004,WC8,2006-03-10,0.136290002535812,2006,3,0.1612455141805251
17005,WC11,2006-03-10,0.1450811523937938,2006,3,0.2260357052015984
17008,WC15,2006-03-10,0.3216229482777523,2006,3,0.2281290070237319
16991,WC26,2006-03-10,0.4193370976124437,2006,3,0.6099813592200986
12640,WC7,2006-03-10,0.4661337705425432,2006,3,0.4698895144923331
12618,WC8,2006-03-10,0.1362752998360376,2006,3,0.1612455141805251
12638,WC10,2006-03-10,0.4037028089368832,2006,3,0.1636397716637496
12633,WC21,2006-03-10,0.1509303108568798,2006,3,0.2923136878654827
12630,WC24,2006-03-10,0.3035831870304467,2006,3,0.3995788016293056
12629,WC22,2006-03-10,0.2767677246238499,2006,3,0.1401061681350475
12628,WC23,2006-03-10,0.329625333398279,2006,3,0.1406945940896088
12622,WC15,2006-03-10,0.3219558459402245,2006,3,0.2281290070237319
12621,WC16,2006-03-10,0.5429124542565686,2006,3,0.1591757681317064
12620,WC25,2006-03-10,0.2921430380524553,2006,3,0.2052198135802381
12619,WC11,2006-03-10,0.1450416512018504,2006,3,0.2260357052015984
17006,WC25,2006-03-10,0.2924241069417954,2006,3,0.2052198135802381
12639,WC14,2006-03-10,0.3825626989945855,2006,3,0.6243774870660361
12614,WC17,2006-03-10,0.1419476421573836,2006,3,0.1495411069570715
12613,WC18,2006-03-10,0.311637748927646,2006,3,0.1612896128463819
12612,SW3,2006-03-10,0.4682703525243479,2006,3,0.1559922452317641
12611,WC19,2006-03-10,0.1402814228143105,2006,3,0.2243160112294296
12610,WC20,2006-03-10,0.5434077835026219,2006,3,0.1502519532613612
12605,WC26,2006-03-10,0.4188115510174282,2006,3,0.6099813592200986
12604,WC5,2006-03-10,0.140835568029902,2006,3,0.1998314832856306
12634,WC13,2006-03-10,0.1580234867642076,2006,3,0.2246107482753599
12635,WC9,2006-03-10,0.4900613028641794,2006,3,0.1544718957377341
12617,WC12,2006-03-10,0.2499713352271111,2006,3,0.3624035881918264
12637,SW2,2006-03-10,0.1375540810771141,2006,3,0.5783950421846797
25553,WC20,2006-04-02,0.7149700360579173,2006,4,0.1502519532613612
25554,WC19,2006-04-02,0.1624197210893937,2006,4,0.2243160112294296
25555,SW3,2006-04-02,0.6289031481000731,2006,4,0.1559922452317641
25556,WC18,2006-04-02,0.3954359538112005,2006,4,0.1612896128463819
25557,WC17,2006-04-02,0.1489214924357864,2006,4,0.1495411069570715
25558,SW5,2006-04-02,0.1204303925851047,2006,4,0.3147129191003925
25559,SW6,2006-04-02,0.5524409444475272,2006,4,0.695397666963677
25560,WC12,2006-04-02,0.3096092288385689,2006,4,0.3624035881918264
25561,WC8,2006-04-02,0.1448329378946377,2006,4,0.1612455141805251
21294,NW7,2006-04-02,0.3850812520225454,2006,4,0.1493060562509962
25563,WC25,2006-04-02,0.3458560790104918,2006,4,0.2052198135802381
25564,WC16,2006-04-02,0.7003355560588342,2006,4,0.1591757681317064
25565,WC15,2006-04-02,0.412360199476423,2006,4,0.2281290070237319
25571,WC23,2006-04-02,0.4051529262403325,2006,4,0.1406945940896088
25572,WC22,2006-04-02,0.3355909375060569,2006,4,0.1401061681350475
25573,WC24,2006-04-02,0.3618060661116282,2006,4,0.3995788016293056
29901,SW5,2006-04-02,0.120810626878951,2006,4,0.3147129191003925
29902,SW6,2006-04-02,0.552601988281258,2006,4,0.695397666963677
29922,SW1,2006-04-02,0.1859940294414153,2006,4,0.282169600792805
25549,SW4,2006-04-02,0.2227816480599903,2006,4,0.4207774489011459
25562,WC11,2006-04-02,0.1632021228354117,2006,4,0.2260357052015984
25548,WC26,2006-04-02,0.5522583247867701,2006,4,0.6099813592200986
25546,WC4,2006-04-02,0.1529593345637896,2006,4,0.1675214557893032
21295,NB1,2006-04-02,0.302790761096977,2006,4,0.4966675939806381
21309,NW1,2006-04-02,0.1309357876306867,2006,4,0.3610391891242701
21310,NW2,2006-04-02,0.1423913296295431,2006,4,0.3768959471594003
21311,NW3,2006-04-02,0.1450372601273602,2006,4,0.3875317983379716
21312,NW4,2006-04-02,0.1458771393519075,2006,4,0.3767634099827479
21313,NW5,2006-04-02,0.2910225103066365,2006,4,0.1429281584358186
25584,WC27,2006-04-02,0.3385807782682065,2006,4,0.3205103704871104
25583,WC7,2006-04-02,0.6289553434943584,2006,4,0.4698895144923331
25582,WC14,2006-04-02,0.648046135822153,2006,4,0.6243774870660361
25581,WC10,2006-04-02,0.6243601734603982,2006,4,0.1636397716637496
25580,SW2,2006-04-02,0.1421301147044394,2006,4,0.5783950421846797
25579,SW1,2006-04-02,0.1853155186916372,2006,4,0.282169600792805
25578,WC9,2006-04-02,0.6527795488288293,2006,4,0.1544718957377341
25576,WC21,2006-04-02,0.1571911258395125,2006,4,0.2923136878654827
29892,SW4,2006-04-02,0.2226413228527829,2006,4,0.4207774489011459
25542,WC1,2006-04-02,0.1556888483565673,2006,4,0.1542481546261886
25543,WC2,2006-04-02,0.6659982113332418,2006,4,0.1645564184420014
25544,WC3,2006-04-02,0.6545254729583773,2006,4,0.1557024589757507
25545,WC6,2006-04-02,0.6194667014055115,2006,4,0.1623522967384541
25547,WC5,2006-04-02,0.154133612743967,2006,4,0.1998314832856306
21293,NW6,2006-04-02,0.4683475593235605,2006,4,0.1309618863280828
25577,WC13,2006-04-02,0.1670871327429347,2006,4,0.2246107482753599
4290,NC1,2006-04-04,0.1533098888532189,2006,4,0.4624418914297566
4289,NC2,2006-04-04,0.4071399610336339,2006,4,0.7327749937572816
17051,WC15,2006-04-11,0.4374444130826613,2006,4,0.2281290070237319
12672,WC22,2006-04-11,0.3886359362457703,2006,4,0.1401061681350475
12676,WC21,2006-04-11,0.1599070677130456,2006,4,0.2923136878654827
12677,WC13,2006-04-11,0.1617878455438458,2006,4,0.2246107482753599
17059,WC24,2006-04-11,0.4035367468781143,2006,4,0.3995788016293056
17050,WC16,2006-04-11,0.7285670995632246,2006,4,0.1591757681317064
17049,WC25,2006-04-11,0.3862108200230111,2006,4,0.2052198135802381
17048,WC11,2006-04-11,0.1547704113377351,2006,4,0.2260357052015984
12678,WC9,2006-04-11,0.7105578182605596,2006,4,0.1544718957377341
12680,SW2,2006-04-11,0.1488889132833554,2006,4,0.5783950421846797
12681,WC10,2006-04-11,0.7128134279527715,2006,4,0.1636397716637496
12682,WC14,2006-04-11,0.7019868889984946,2006,4,0.6243774870660361
12683,WC7,2006-04-11,0.6975329827413035,2006,4,0.4698895144923331
17047,WC8,2006-04-11,0.1548997663609086,2006,4,0.1612455141805251
17046,WC12,2006-04-11,0.3237405643877197,2006,4,0.3624035881918264
17045,SW6,2006-04-11,0.6327409171034926,2006,4,0.695397666963677
12684,WC27,2006-04-11,0.4147071849591362,2006,4,0.3205103704871104
17044,SW5,2006-04-11,0.1171928386863983,2006,4,0.3147129191003925
17041,SW3,2006-04-11,0.6844555483550804,2006,4,0.1559922452317641
17035,SW4,2006-04-11,0.2433184939040198,2006,4,0.4207774489011459
17034,WC26,2006-04-11,0.6936590933235677,2006,4,0.6099813592200986
12671,WC23,2006-04-11,0.4789514785067709,2006,4,0.1406945940896088
12665,WC15,2006-04-11,0.4371833129923702,2006,4,0.2281290070237319
12673,WC24,2006-04-11,0.4033131972930081,2006,4,0.3995788016293056
17063,WC13,2006-04-11,0.1617749776935705,2006,4,0.2246107482753599
12642,WC1,2006-04-11,0.1616159000980666,2006,4,0.1542481546261886
12643,WC2,2006-04-11,0.714147629717506,2006,4,0.1645564184420014
12644,WC3,2006-04-11,0.7207341839198486,2006,4,0.1557024589757507
12645,WC6,2006-04-11,0.6802993168968111,2006,4,0.1623522967384541
12646,WC4,2006-04-11,0.1587787789193444,2006,4,0.1675214557893032
12647,WC5,2006-04-11,0.156367052620774,2006,4,0.1998314832856306
12648,WC26,2006-04-11,0.6937142036000297,2006,4,0.6099813592200986
