date,FieldID,ET
2006-08-01,WC25,74.5816142642102
2006-08-01,WC16,46.04513369901807
2006-08-01,WC15,94.07560699920731
2006-08-01,NW1,142.96237862905184
2006-08-01,NW2,134.37788794721172
2006-08-01,NW3,130.01408715066148
2006-08-01,NW4,136.27548816541864
2006-08-01,NW5,51.28490403951656
2006-08-01,WC23,52.65717785850343
2006-08-01,WC22,47.433012864107226
2006-08-01,WC24,103.05554515608809
2006-08-01,NC2,128.09017204524466
2006-08-01,NC1,138.69380884779824
2006-08-01,WC21,162.5059014915703
2006-08-01,WC13,162.60616701177233
2006-08-01,WC9,46.155223747283166
2006-08-01,SW1,115.96639892128572
2006-08-01,SW2,141.27978011510862
2006-08-01,WC10,42.04320556455568
2006-08-01,WC14,148.05174601581484
2006-08-01,WC7,140.8237920316473
2006-08-01,WC27,91.98876071332758
2006-09-01,WC1,69.96062005462781
2006-09-01,WC2,38.52315455187015
2006-09-01,WC3,41.77081576954403
2006-09-01,WC6,47.94394600561579
2006-09-01,WC4,66.9657563071743
2006-09-01,WC5,65.98548539248755
2006-09-01,WC26,103.2438711539387
2006-09-01,SW4,79.82728748851854
2006-09-01,NW6,
2006-09-01,NW7,
2006-09-01,NB1,
2006-09-01,WC20,27.95713822147604
2006-09-01,WC19,63.12964263171704
2006-09-01,SW3,40.68610277186746
2006-09-01,WC18,46.52212315349922
2006-09-01,WC17,35.13668142290223
2006-09-01,SW5,72.26677476109978
2006-09-01,SW6,96.23908977117699
2006-09-01,WC12,84.84394709266695
2006-09-01,WC8,68.6664620482062
2006-09-01,WC11,76.70140637655543
2006-09-01,WC25,58.297093306761106
2006-09-01,WC16,37.40793397649986
2006-09-01,WC15,54.27663603534831
2006-09-01,NW1,62.03230761798953
2006-09-01,NW2,61.834469455621395
2006-09-01,NW3,61.99277860649827
2006-09-01,NW4,61.80511445111266
2006-09-01,NW5,33.471416857025716
2006-09-01,WC23,36.80015437016265
2006-09-01,WC22,36.50545131755088
2006-09-01,WC24,83.81038330837464
2006-09-01,NC2,106.31715477511665
2006-09-01,NC1,89.61423577836294
2006-09-01,WC21,66.43002718348141
2006-09-01,WC13,75.71138558665531
2006-09-01,WC9,42.04535981183196
2006-09-01,SW1,58.36973510605903
2006-09-01,SW2,92.30786306434298
2006-09-01,WC10,33.91937042046283
2006-09-01,WC14,110.63710400103233
2006-09-01,WC7,99.72783272110766
2006-09-01,WC27,71.77135252672156
2006-10-01,WC1,47.32504294202121
2006-10-01,WC2,21.412215949188415
2006-10-01,WC3,21.514374919623332
2006-10-01,WC6,32.72148588278005
2006-10-01,WC4,50.58343485355247
2006-10-01,WC5,48.82992681950715
2006-10-01,WC26,46.02220654491816
2006-10-01,SW4,35.05707022118523
2006-10-01,NW6,
2006-10-01,NW7,
2006-10-01,NB1,
2006-10-01,WC20,11.7989390369503
2006-10-01,WC19,38.082125912214615
2006-10-01,SW3,26.333593226267162
2006-10-01,WC18,38.90907443167161
2006-10-01,WC17,45.85046775834155
2006-10-01,SW5,34.93477765895055
2006-10-01,SW6,41.40186068098391
2006-10-01,WC12,48.4253148539908
2006-10-01,WC8,59.55366797080122
2006-10-01,WC11,65.66272733966571
2006-10-01,WC25,47.84142161539494
2006-10-01,WC16,28.382374185612427
2006-10-01,WC15,32.975565896479836
2006-10-01,NW1,33.739886961982535
2006-10-01,NW2,25.45079470372082
2006-10-01,NW3,36.48851590978692
2006-10-01,NW4,40.14662665746103
2006-10-01,NW5,25.608289892422707
2006-10-01,WC23,29.404499394557394
2006-10-01,WC22,38.84437794847197
2006-10-01,WC24,55.54200984909575
2006-10-01,NC2,54.31010786312919
2006-10-01,NC1,44.53158456921147
2006-10-01,WC21,25.97064747390809
2006-10-01,WC13,60.376247085909604
2006-10-01,WC9,27.966944055735844
2006-10-01,SW1,41.01900073944121
2006-10-01,SW2,40.00955740497079
2006-10-01,WC10,19.776652349033196
2006-10-01,WC14,59.03406003340767
2006-10-01,WC7,48.33427521898844
2006-10-01,WC27,48.719314347034164
2006-11-01,WC1,38.146228141807214
2006-11-01,WC2,16.715179957657007
2006-11-01,WC3,15.608111970049865
2006-11-01,WC6,17.332738170206788
2006-11-01,WC4,36.43093302618851
2006-11-01,WC5,37.38925018580984
2006-11-01,WC26,16.516266093732465
2006-11-01,SW4,12.559072685086443
2006-11-01,NW6,
2006-11-01,NW7,
2006-11-01,NB1,
2006-11-01,WC20,6.326224974957325
2006-11-01,WC19,25.592661149053555
2006-11-01,SW3,23.13499373342272
2006-11-01,WC18,20.634715260688612
2006-11-01,WC17,29.714867981834054
2006-11-01,SW5,30.623162107151494
2006-11-01,SW6,10.88506110853269
2006-11-01,WC12,31.051345420035997
2006-11-01,WC8,42.705149728942175
2006-11-01,WC11,45.81192106619542
2006-11-01,WC25,26.162804503148386
2006-11-01,WC16,12.32119231346859
2006-11-01,WC15,20.59273068905786
2006-11-01,NW1,12.545471233273767
2006-11-01,NW2,11.997652110918112
2006-11-01,NW3,18.56842542009543
2006-11-01,NW4,13.776975233239508
2006-11-01,NW5,13.533112712079502
2006-11-01,WC23,24.068800940383372
2006-11-01,WC22,32.44085875253239
2006-11-01,WC24,24.53562377606267
2006-11-01,NC2,23.40026350749247
2006-11-01,NC1,12.232016497291184
2006-11-01,WC21,17.838504767672777
2006-11-01,WC13,37.677256338599214
2006-11-01,WC9,10.532170184892962
2006-11-01,SW1,26.161321424946706
2006-11-01,SW2,20.11547185650977
2006-11-01,WC10,13.491513458080048
2006-11-01,WC14,23.89092329861137
2006-11-01,WC7,22.38835122916078
2006-11-01,WC27,23.9907233525832
2006-12-01,WC1,13.029559597893726
2006-12-01,WC2,6.926584333098092
2006-12-01,WC3,8.071488790134744
2006-12-01,WC6,8.017736355082723
2006-12-01,WC4,9.818481848184815
2006-12-01,WC5,11.426812360642618
2006-12-01,WC26,6.978215673384747
2006-12-01,SW4,9.996077782663013
2006-12-01,NW6,
2006-12-01,NW7,
2006-12-01,NB1,
2006-12-01,WC20,5.399208510278078
2006-12-01,WC19,10.345155776827438
2006-12-01,SW3,11.832084875688592
2006-12-01,WC18,10.462177668407149
2006-12-01,WC17,7.612792080342682
2006-12-01,SW5,14.205071238831197
2006-12-01,SW6,8.234638482201875
2006-12-01,WC12,10.180400956918882
2006-12-01,WC8,12.677785091449666
2006-12-01,WC11,12.258765922980634
2006-12-01,WC25,10.01940622327758
2006-12-01,WC16,7.003497128635688
2006-12-01,WC15,10.131748921053404
2006-12-01,NW1,6.33200328486547
2006-12-01,NW2,6.443445549048185
2006-12-01,NW3,6.234512531241669
2006-12-01,NW4,5.859587161647815
2006-12-01,NW5,9.104414377477104
2006-12-01,WC23,10.265290081362986
2006-12-01,WC22,9.53457989419505
2006-12-01,WC24,14.86515810390508
2006-12-01,NC2,13.750558996703427
2006-12-01,NC1,15.235017752161696
2006-12-01,WC21,8.304912745249931
2006-12-01,WC13,6.708967434586816
2006-12-01,WC9,8.11349629320868
2006-12-01,SW1,9.550927201287491
2006-12-01,SW2,16.92963522032886
2006-12-01,WC10,7.4279535692522645
2006-12-01,WC14,13.746768562395603
2006-12-01,WC7,13.065569369878496
2006-12-01,WC27,9.303001849681596
2007-01-01,WC1,3.8675907414186352
2007-01-01,WC2,2.8772406492589964
2007-01-01,WC3,3.0739608190560554
2007-01-01,WC6,3.081547226564528
2007-01-01,WC4,3.1614946729572275
2007-01-01,WC5,5.756560516837231
2007-01-01,WC26,6.390845879630373
2007-01-01,SW4,5.708854808307614
2007-01-01,NW6,
2007-01-01,NW7,
2007-01-01,NB1,
2007-01-01,WC20,2.30123167651914
2007-01-01,WC19,3.3807153039297027
2007-01-01,SW3,4.257177417004284
2007-01-01,WC18,3.5143223629633233
2007-01-01,WC17,2.679123508259193
2007-01-01,SW5,6.0886535343429795
2007-01-01,SW6,5.890841455353501
2007-01-01,WC12,3.041242412859092
2007-01-01,WC8,8.278549822129863
2007-01-01,WC11,3.7816802886385386
2007-01-01,WC25,3.0119504455798904
2007-01-01,WC16,2.6507233835613504
2007-01-01,WC15,3.0259754557998857
2007-01-01,NW1,1.6750205304091597
2007-01-01,NW2,1.684099815834722
2007-01-01,NW3,1.584300631254507
2007-01-01,NW4,1.4318781312514381
2007-01-01,NW5,2.5639313535992487
2007-01-01,WC23,3.4714238169084886
2007-01-01,WC22,3.1417056216935966
2007-01-01,WC24,3.925066236608686
2007-01-01,NC2,12.413706763176753
2007-01-01,NC1,13.935490868551627
2007-01-01,WC21,3.066993901322555
2007-01-01,WC13,2.6504684264635605
2007-01-01,WC9,5.896098192753146
2007-01-01,SW1,5.980665787069924
2007-01-01,SW2,3.884794523865259
2007-01-01,WC10,2.050934114115006
2007-01-01,WC14,4.149639039637535
2007-01-01,WC7,4.034119807855326
2007-01-01,WC27,7.384677294099374
2007-02-01,WC1,19.46923661757666
2007-02-01,WC2,13.379717713479172
2007-02-01,WC3,11.497242187388363
2007-02-01,WC6,13.53480222556436
2007-02-01,WC4,19.794146528746822
2007-02-01,WC5,20.884390543708182
2007-02-01,WC26,21.086127189255354
2007-02-01,SW4,21.020216179037696
2007-02-01,NW6,
2007-02-01,NW7,
2007-02-01,NB1,
2007-02-01,WC20,8.465998391625165
2007-02-01,WC19,16.753452054211614
2007-02-01,SW3,17.74478999679385
2007-02-01,WC18,17.18374033615202
2007-02-01,WC17,19.879937250182653
2007-02-01,SW5,22.17705868147791
2007-02-01,SW6,25.40946232929694
2007-02-01,WC12,21.083334980920938
2007-02-01,WC8,26.154025929842994
2007-02-01,WC11,18.037235844194097
2007-02-01,WC25,18.28545381304727
2007-02-01,WC16,12.660485307053612
2007-02-01,WC15,15.203370423651679
2007-02-01,NW1,7.384155354813779
2007-02-01,NW2,9.67229054472772
2007-02-01,NW3,9.240568227844353
2007-02-01,NW4,11.158151433073101
2007-02-01,NW5,8.824840391261052
2007-02-01,WC23,17.978827211635828
2007-02-01,WC22,22.750034003622286
2007-02-01,WC24,16.870197845870294
2007-02-01,NC2,23.43501697491214
2007-02-01,NC1,24.909506536584836
2007-02-01,WC21,11.397273201031
2007-02-01,WC13,16.601265547849
2007-02-01,WC9,18.679742162146063
2007-02-01,SW1,24.34893650954748
2007-02-01,SW2,14.427290265815332
2007-02-01,WC10,13.59859845726261
2007-02-01,WC14,12.361247123429093
2007-02-01,WC7,14.272061316756146
2007-02-01,WC27,20.074220239187838
2007-03-01,WC1,77.04318137020246
2007-03-01,WC2,53.27387438249821
2007-03-01,WC3,41.48583227355215
2007-03-01,WC6,49.7364439867533
2007-03-01,WC4,73.75426200338157
2007-03-01,WC5,79.22555171230918
2007-03-01,WC26,70.29963069259834
2007-03-01,SW4,63.490168337563226
2007-03-01,NW6,
2007-03-01,NW7,
2007-03-01,NB1,
2007-03-01,WC20,41.791574373227625
2007-03-01,WC19,67.89466181570603
2007-03-01,SW3,57.266613716517526
2007-03-01,WC18,66.62819717386907
2007-03-01,WC17,85.2646022263291
2007-03-01,SW5,72.34715562148547
2007-03-01,SW6,67.05256458939847
2007-03-01,WC12,79.94395895529767
2007-03-01,WC8,84.56380028252138
2007-03-01,WC11,77.00103821515351
2007-03-01,WC25,73.7183482802242
2007-03-01,WC16,48.17896859735821
2007-03-01,WC15,51.524735034203324
2007-03-01,NW1,24.53305637408822
2007-03-01,NW2,25.451248570755233
2007-03-01,NW3,27.646151718415073
2007-03-01,NW4,30.238745198010186
2007-03-01,NW5,26.49057966770143
2007-03-01,WC23,64.65671758049551
2007-03-01,WC22,80.19435754629863
2007-03-01,WC24,64.56018891832738
2007-03-01,NC2,62.94910806540676
2007-03-01,NC1,55.18443026956376
2007-03-01,WC21,51.03241594952041
2007-03-01,WC13,71.74867146435761
2007-03-01,WC9,42.05514038169529
2007-03-01,SW1,73.52240071914278
2007-03-01,SW2,41.977010566421555
2007-03-01,WC10,41.26437584531009
2007-03-01,WC14,39.15192595831931
2007-03-01,WC7,66.02543091268723
2007-03-01,WC27,66.47882749954107
2007-04-01,WC1,102.92239461605612
2007-04-01,WC2,61.7804940014114
2007-04-01,WC3,54.297057856908104
2007-04-01,WC6,54.64659164153895
2007-04-01,WC4,99.60147222775969
2007-04-01,WC5,105.550040020582
2007-04-01,WC26,60.98955143313717
2007-04-01,SW4,65.60998315318422
2007-04-01,NW6,
2007-04-01,NW7,
2007-04-01,NB1,
2007-04-01,WC20,58.278079544011625
2007-04-01,WC19,88.05736048169182
2007-04-01,SW3,91.16733218688975
2007-04-01,WC18,76.4743006127699
2007-04-01,WC17,108.54909671781198
2007-04-01,SW5,108.17119398350987
2007-04-01,SW6,57.81930438940691
2007-04-01,WC12,80.45637517546812
2007-04-01,WC8,99.63677511445078
2007-04-01,WC11,104.87627567925776
2007-04-01,WC25,72.03631776453881
2007-04-01,WC16,46.327128135079285
2007-04-01,WC15,82.17309386101402
2007-04-01,NW1,61.376909328051816
2007-04-01,NW2,67.8606628204345
2007-04-01,NW3,77.23476937971098
2007-04-01,NW4,64.22915006992761
2007-04-01,NW5,66.96606727972042
2007-04-01,WC23,80.71935787677295
2007-04-01,WC22,99.75185230258214
2007-04-01,WC24,56.29475290865111
2007-04-01,NC2,73.75469748574493
2007-04-01,NC1,90.48891347983557
2007-04-01,WC21,85.16744602036651
2007-04-01,WC13,99.27790648846673
2007-04-01,WC9,51.9601110548724
2007-04-01,SW1,85.21817140537321
2007-04-01,SW2,40.64080624460176
2007-04-01,WC10,39.85384866905459
2007-04-01,WC14,46.227451627010026
2007-04-01,WC7,77.08074314778185
2007-04-01,WC27,61.397017917908066
2007-05-01,WC1,170.2548784951989
2007-05-01,WC2,99.4595906845448
2007-05-01,WC3,85.35694382921565
2007-05-01,WC6,87.07199745141766
2007-05-01,WC4,169.82942388198558
2007-05-01,WC5,172.13699188153913
2007-05-01,WC26,66.45676538023697
2007-05-01,SW4,102.23921607891454
2007-05-01,NW6,
2007-05-01,NW7,
2007-05-01,NB1,
2007-05-01,WC20,68.11788399949208
2007-05-01,WC19,144.56676808294856
2007-05-01,SW3,156.6627852750007
2007-05-01,WC18,123.50812495207285
2007-05-01,WC17,168.440573917279
2007-05-01,SW5,176.12851278159178
2007-05-01,SW6,94.72779629551493
2007-05-01,WC12,96.97296308744737
2007-05-01,WC8,166.99691593139616
2007-05-01,WC11,164.70901259111997
2007-05-01,WC25,100.97317333446414
2007-05-01,WC16,83.49465418475422
2007-05-01,WC15,113.20993952027241
2007-05-01,NW1,142.4646828655621
2007-05-01,NW2,127.75684946452417
2007-05-01,NW3,146.1408023551029
2007-05-01,NW4,130.1549471559829
2007-05-01,NW5,149.5016985884144
2007-05-01,WC23,117.1980399238062
2007-05-01,WC22,167.2788368613583
2007-05-01,WC24,75.28486781476788
2007-05-01,NC2,124.14268766708408
2007-05-01,NC1,142.627687880477
2007-05-01,WC21,154.06497274609498
2007-05-01,WC13,160.24421887896207
2007-05-01,WC9,71.27857504391578
2007-05-01,SW1,124.41621116121262
2007-05-01,SW2,64.15266824342322
2007-05-01,WC10,65.78004102076305
2007-05-01,WC14,88.84390166966574
2007-05-01,WC7,81.4100098897994
2007-05-01,WC27,93.95827626618473
2007-06-01,WC1,150.8009813307803
2007-06-01,WC2,125.2495201129145
2007-06-01,WC3,123.92613920523554
2007-06-01,WC6,116.24502693051414
2007-06-01,WC4,159.51824041464545
2007-06-01,WC5,159.42351066262646
2007-06-01,WC26,87.56161447727767
2007-06-01,SW4,145.35484530966372
2007-06-01,NW6,
2007-06-01,NW7,
2007-06-01,NB1,
2007-06-01,WC20,103.92027963148472
2007-06-01,WC19,124.1995631298625
2007-06-01,SW3,115.80320032644495
2007-06-01,WC18,143.05673175458531
2007-06-01,WC17,154.07936849042264
2007-06-01,SW5,151.65930934556877
2007-06-01,SW6,157.48635781893876
2007-06-01,WC12,127.481692006564
2007-06-01,WC8,146.9672437893367
2007-06-01,WC11,116.94710993299469
2007-06-01,WC25,89.33440046360101
2007-06-01,WC16,111.10124509221981
2007-06-01,WC15,120.8793928539972
