,FieldID,date,NDVI,Year,Month,NDVI_Aug
9747,WC23,2006-01-21,0.3678417998579004,2006,1,0.207078536169719
9741,WC15,2006-01-21,0.3380189357810502,2006,1,0.4733548871536446
9740,WC16,2006-01-21,0.5343976035316783,2006,1,0.2744562134024172
9739,WC25,2006-01-21,0.3171654525261292,2006,1,0.1894386906207676
9738,WC11,2006-01-21,0.1657601034004196,2006,1,0.7783872339006702
9753,WC13,2006-01-21,0.2010273777702884,2006,1,0.7995891344859973
9737,WC8,2006-01-21,0.1637104634722958,2006,1,0.8132005888509314
9733,WC17,2006-01-21,0.1656885396057065,2006,1,0.7706859396799429
9732,WC18,2006-01-21,0.3477640161717132,2006,1,0.496734178886394
9731,SW3,2006-01-21,0.4535694647188931,2006,1,0.2402311476545275
9730,WC19,2006-01-21,0.1747834680052362,2006,1,0.7109324990959108
9729,WC20,2006-01-21,0.5692881758393391,2006,1,0.2409016645875993
9724,WC26,2006-01-21,0.4188996121633189,2006,1,0.7407964991906937
9723,WC5,2006-01-21,0.1595353403024692,2006,1,0.8186246699932456
9758,WC14,2006-01-21,0.2937218498204246,2006,1,0.7148992474489277
9736,WC12,2006-01-21,0.2825847672958695,2006,1,0.6531158262794657
9754,WC9,2006-01-21,0.4867921340274797,2006,1,0.1990035532354185
9722,WC4,2006-01-21,0.158579403431782,2006,1,0.7993072272137712
9756,SW2,2006-01-21,0.1538523001210077,2006,1,0.7504008335350694
9720,WC3,2006-01-21,0.3496913246173969,2006,1,0.235631605594611
9721,WC6,2006-01-21,0.3661616412012519,2006,1,0.2661459930129338
21737,WC16,2006-01-28,0.5094285753287975,2006,1,0.2744562134024172
21727,WC19,2006-01-28,0.1652692302053764,2006,1,0.7109324990959108
21757,WC27,2006-01-28,0.2967669169679512,2006,1,0.4027692923633352
21726,WC20,2006-01-28,0.5585123159937558,2006,1,0.2409016645875993
21722,SW4,2006-01-28,0.1879405247483546,2006,1,0.790661362284081
21721,WC26,2006-01-28,0.4135348587767694,2006,1,0.7407964991906937
21720,WC5,2006-01-28,0.1588722651414767,2006,1,0.8186246699932456
21718,WC6,2006-01-28,0.3537884161886877,2006,1,0.2661459930129338
21728,SW3,2006-01-28,0.4597086639207743,2006,1,0.2402311476545275
21717,WC3,2006-01-28,0.3416044304179169,2006,1,0.235631605594611
17830,NW5,2006-01-28,0.2251671884811225,2006,1,0.1789812587323381
17829,NW4,2006-01-28,0.1614918292144326,2006,1,0.4807443757338457
17828,NW3,2006-01-28,0.1505759812443671,2006,1,0.5636114244377466
17827,NW2,2006-01-28,0.1562896325068348,2006,1,0.6002262911480701
21719,WC4,2006-01-28,0.1604262140844284,2006,1,0.7993072272137712
21736,WC25,2006-01-28,0.3047668812929269,2006,1,0.1894386906207676
21729,WC18,2006-01-28,0.332407962901421,2006,1,0.496734178886394
21731,SW5,2006-01-28,0.1345529897181529,2006,1,0.7503610240370223
21738,WC15,2006-01-28,0.3311042334738074,2006,1,0.4733548871536446
21744,WC23,2006-01-28,0.3469810625756359,2006,1,0.207078536169719
21745,WC22,2006-01-28,0.3154324123973644,2006,1,0.202330985624951
21746,WC24,2006-01-28,0.345664809219756,2006,1,0.5059141956542218
21749,WC21,2006-01-28,0.1638674532275112,2006,1,0.7681735239420353
21750,WC13,2006-01-28,0.1863044383313436,2006,1,0.7995891344859973
21751,WC9,2006-01-28,0.4861008184364094,2006,1,0.1990035532354185
21730,WC17,2006-01-28,0.1642278595522154,2006,1,0.7706859396799429
17826,NW1,2006-01-28,0.1463400961844477,2006,1,0.6668044328251834
21754,WC10,2006-01-28,0.3121238003660866,2006,1,0.2369018529342773
21755,WC14,2006-01-28,0.2945267869216804,2006,1,0.7148992474489277
21756,WC7,2006-01-28,0.464116275047606,2006,1,0.6897433352130773
21735,WC11,2006-01-28,0.1650894178832854,2006,1,0.7783872339006702
21734,WC8,2006-01-28,0.1578788517798749,2006,1,0.8132005888509314
21733,WC12,2006-01-28,0.2738400730274075,2006,1,0.6531158262794657
21732,SW6,2006-01-28,0.3525229245054404,2006,1,0.7429281740157417
21753,SW2,2006-01-28,0.158739998037337,2006,1,0.7504008335350694
21752,SW1,2006-01-28,0.1953974588979463,2006,1,0.4900107230547961
21716,WC2,2006-01-28,0.3761226272525154,2006,1,0.224136685192995
25837,SW1,2006-01-28,0.1911996161527245,2006,1,0.4900107230547961
25817,SW6,2006-01-28,0.3504122932604774,2006,1,0.7429281740157417
25816,SW5,2006-01-28,0.1321108055502997,2006,1,0.7503610240370223
25807,SW4,2006-01-28,0.1854040554858155,2006,1,0.790661362284081
21715,WC1,2006-01-28,0.1562716549804627,2006,1,0.7996233394895624
3602,NC1,2006-01-30,0.1534900323341138,2006,1,0.7627374949237458
3601,NC2,2006-01-30,0.2565440118460772,2006,1,0.843403123240197
13826,WC15,2006-02-06,0.3441983160944705,2006,2,0.4733548871536446
9784,WC15,2006-02-06,0.3438281859918587,2006,2,0.4733548871536446
9783,WC16,2006-02-06,0.4339644431484106,2006,2,0.2744562134024172
9782,WC25,2006-02-06,0.3164193188423413,2006,2,0.1894386906207676
9781,WC11,2006-02-06,0.1662626978399473,2006,2,0.7783872339006702
9780,WC8,2006-02-06,0.1658604779697467,2006,2,0.8132005888509314
9779,WC12,2006-02-06,0.2826265638318501,2006,2,0.6531158262794657
9775,WC18,2006-02-06,0.3304767764967525,2006,2,0.496734178886394
9790,WC23,2006-02-06,0.3629917757812303,2006,2,0.207078536169719
9774,SW3,2006-02-06,0.4763314592679192,2006,2,0.2402311476545275
9773,WC19,2006-02-06,0.1555398231055181,2006,2,0.7109324990959108
9772,WC20,2006-02-06,0.5460720177201513,2006,2,0.2409016645875993
9767,WC26,2006-02-06,0.3432945762306368,2006,2,0.7407964991906937
9766,WC5,2006-02-06,0.1629666720497169,2006,2,0.8186246699932456
9765,WC4,2006-02-06,0.1572693188483482,2006,2,0.7993072272137712
9764,WC6,2006-02-06,0.3631765216423559,2006,2,0.2661459930129338
9763,WC3,2006-02-06,0.3583873876254864,2006,2,0.235631605594611
9762,WC2,2006-02-06,0.3750555668507916,2006,2,0.224136685192995
9761,WC1,2006-02-06,0.1255512526364712,2006,2,0.7996233394895624
9776,WC17,2006-02-06,0.1639796591413213,2006,2,0.7706859396799429
9791,WC22,2006-02-06,0.3269409753949431,2006,2,0.202330985624951
9796,WC13,2006-02-06,0.1880379666729578,2006,2,0.7995891344859973
9795,WC21,2006-02-06,0.1653189253413407,2006,2,0.7681735239420353
13834,WC24,2006-02-06,0.3486850103937493,2006,2,0.5059141956542218
13838,WC13,2006-02-06,0.1875060615859403,2006,2,0.7995891344859973
13839,WC9,2006-02-06,0.4873593978398743,2006,2,0.1990035532354185
13840,SW1,2006-02-06,0.2562250820498816,2006,2,0.4900107230547961
13841,SW2,2006-02-06,0.1590373522669029,2006,2,0.7504008335350694
13842,WC10,2006-02-06,0.3367009971949009,2006,2,0.2369018529342773
13843,WC14,2006-02-06,0.3105919752764658,2006,2,0.7148992474489277
13844,WC7,2006-02-06,0.498855058622576,2006,2,0.6897433352130773
13845,WC27,2006-02-06,0.3345499058528301,2006,2,0.4027692923633352
13824,WC25,2006-02-06,0.3168124003681527,2006,2,0.1894386906207676
13823,WC11,2006-02-06,0.1675346027698005,2006,2,0.7783872339006702
13822,WC8,2006-02-06,0.1662847455709148,2006,2,0.8132005888509314
13818,WC17,2006-02-06,0.1612756231744984,2006,2,0.7706859396799429
13816,SW3,2006-02-06,0.4822342761259521,2006,2,0.2402311476545275
9803,WC27,2006-02-06,0.3106771771936741,2006,2,0.4027692923633352
9802,WC7,2006-02-06,0.4034122433992458,2006,2,0.6897433352130773
9801,WC14,2006-02-06,0.3095922941507029,2006,2,0.7148992474489277
9800,WC10,2006-02-06,0.3353856532367257,2006,2,0.2369018529342773
9799,SW2,2006-02-06,0.1564340237685648,2006,2,0.7504008335350694
9797,WC9,2006-02-06,0.4863403512709739,2006,2,0.1990035532354185
13825,WC16,2006-02-06,0.4739121654236065,2006,2,0.2744562134024172
9792,WC24,2006-02-06,0.3505942522967844,2006,2,0.5059141956542218
13821,WC12,2006-02-06,0.2819999681702373,2006,2,0.6531158262794657
32,NC2,2006-02-08,0.2504431048546114,2006,2,0.843403123240197
33,NC1,2006-02-08,0.1871671936864443,2006,2,0.7627374949237458
21759,WC2,2006-02-13,0.3672958609987681,2006,2,0.224136685192995
17873,NW5,2006-02-13,0.2375228805634392,2006,2,0.1789812587323381
17872,NW4,2006-02-13,0.1549134112474623,2006,2,0.4807443757338457
17870,NW2,2006-02-13,0.1512092038633951,2006,2,0.6002262911480701
17869,NW1,2006-02-13,0.1362710547832084,2006,2,0.6668044328251834
17855,NB1,2006-02-13,0.2308676670140166,2006,2,0.521433044415588
17854,NW7,2006-02-13,0.3479497008665582,2006,2,0.218878729236971
17853,NW6,2006-02-13,0.4966066838418932,2006,2,0.2212110069991985
21758,WC1,2006-02-13,0.1513313022338879,2006,2,0.7996233394895624
25850,SW4,2006-02-13,0.1844607002566451,2006,2,0.790661362284081
21760,WC3,2006-02-13,0.3510680191779785,2006,2,0.235631605594611
21761,WC6,2006-02-13,0.3604431308045277,2006,2,0.2661459930129338
21770,WC19,2006-02-13,0.1625840034467785,2006,2,0.7109324990959108
21769,WC20,2006-02-13,0.5769714621112215,2006,2,0.2409016645875993
21765,SW4,2006-02-13,0.186666059850376,2006,2,0.790661362284081
21764,WC26,2006-02-13,0.4254580554715249,2006,2,0.7407964991906937
21763,WC5,2006-02-13,0.1506778168656481,2006,2,0.8186246699932456
25859,SW5,2006-02-13,0.1314037363712525,2006,2,0.7503610240370223
25860,SW6,2006-02-13,0.3806299949961615,2006,2,0.7429281740157417
25880,SW1,2006-02-13,0.192736213477335,2006,2,0.4900107230547961
21762,WC4,2006-02-13,0.1517898763746959,2006,2,0.7993072272137712
21771,SW3,2006-02-13,0.4872087231977283,2006,2,0.2402311476545275
21772,WC18,2006-02-13,0.3108071311479328,2006,2,0.496734178886394
17871,NW3,2006-02-13,0.1452191455268281,2006,2,0.5636114244377466
21774,SW5,2006-02-13,0.1330490745218392,2006,2,0.7503610240370223
21800,WC27,2006-02-13,0.3044214162038815,2006,2,0.4027692923633352
21799,WC7,2006-02-13,0.4658846687642179,2006,2,0.6897433352130773
21798,WC14,2006-02-13,0.3038963524373384,2006,2,0.7148992474489277
21797,WC10,2006-02-13,0.3291258149532561,2006,2,0.2369018529342773
21796,SW2,2006-02-13,0.1486769054355795,2006,2,0.7504008335350694
21795,SW1,2006-02-13,0.1934206575240812,2006,2,0.4900107230547961
21773,WC17,2006-02-13,0.1555644923440143,2006,2,0.7706859396799429
21793,WC13,2006-02-13,0.174577868640041,2006,2,0.7995891344859973
21792,WC21,2006-02-13,0.159212106311972,2006,2,0.7681735239420353
21789,WC24,2006-02-13,0.3330370280442001,2006,2,0.5059141956542218
21794,WC9,2006-02-13,0.5035205800354006,2006,2,0.1990035532354185
21787,WC23,2006-02-13,0.3569534742991078,2006,2,0.207078536169719
21775,SW6,2006-02-13,0.3818852054496667,2006,2,0.7429281740157417
21781,WC15,2006-02-13,0.334352778129343,2006,2,0.4733548871536446
21780,WC16,2006-02-13,0.5199993271138087,2006,2,0.2744562134024172
21779,WC25,2006-02-13,0.3142715819666112,2006,2,0.1894386906207676
21778,WC11,2006-02-13,0.15339704743952,2006,2,0.7783872339006702
21777,WC8,2006-02-13,0.1531374145301956,2006,2,0.8132005888509314
21788,WC22,2006-02-13,0.3185819144111675,2006,2,0.202330985624951
21776,WC12,2006-02-13,0.2746592731144622,2006,2,0.6531158262794657
3645,NC1,2006-02-15,0.1484730567887283,2006,2,0.7627374949237458
3644,NC2,2006-02-15,0.2385998209106037,2006,2,0.843403123240197
9834,WC22,2006-02-22,0.2924469431341819,2006,2,0.202330985624951
9833,WC23,2006-02-22,0.3276753607275129,2006,2,0.207078536169719
9827,WC15,2006-02-22,0.3101831192488633,2006,2,0.4733548871536446
13888,WC27,2006-02-22,0.2841127489514356,2006,2,0.4027692923633352
13887,WC7,2006-02-22,0.4245829873947441,2006,2,0.6897433352130773
13886,WC14,2006-02-22,0.2760992226385788,2006,2,0.7148992474489277
13885,WC10,2006-02-22,0.3100701139803204,2006,2,0.2369018529342773
13884,SW2,2006-02-22,0.1462488009156373,2006,2,0.7504008335350694
13883,SW1,2006-02-22,0.1810533013330907,2006,2,0.4900107230547961
13868,WC16,2006-02-22,0.4726317637250259,2006,2,0.2744562134024172
13881,WC13,2006-02-22,0.1610778986690769,2006,2,0.7995891344859973
13877,WC24,2006-02-22,0.3046760374827207,2006,2,0.5059141956542218
13869,WC15,2006-02-22,0.3121214250268904,2006,2,0.4733548871536446
9826,WC16,2006-02-22,0.4743651877292294,2006,2,0.2744562134024172
13867,WC25,2006-02-22,0.2970585462848024,2006,2,0.1894386906207676
13866,WC11,2006-02-22,0.1491109942156044,2006,2,0.7783872339006702
13865,WC8,2006-02-22,0.1425913306435041,2006,2,0.8132005888509314
13864,WC12,2006-02-22,0.2593326202320897,2006,2,0.6531158262794657
13863,SW6,2006-02-22,0.3547478861621554,2006,2,0.7429281740157417
13862,SW5,2006-02-22,0.123831496754828,2006,2,0.7503610240370223
13859,SW3,2006-02-22,0.4447131903950401,2006,2,0.2402311476545275
13853,SW4,2006-02-22,0.1763931259994631,2006,2,0.790661362284081
13852,WC26,2006-02-22,0.3873114248964041,2006,2,0.7407964991906937
9835,WC24,2006-02-22,0.3033745935497089,2006,2,0.5059141956542218
13882,WC9,2006-02-22,0.460883566902905,2006,2,0.1990035532354185
9838,WC21,2006-02-22,0.14842753971633,2006,2,0.7681735239420353
9843,WC10,2006-02-22,0.308473521052921,2006,2,0.2369018529342773
9840,WC9,2006-02-22,0.4597908850811151,2006,2,0.1990035532354185
9839,WC13,2006-02-22,0.1592672030955358,2006,2,0.7995891344859973
9804,WC1,2006-02-22,0.1416829209103715,2006,2,0.7996233394895624
9805,WC2,2006-02-22,0.3352130645655758,2006,2,0.224136685192995
9806,WC3,2006-02-22,0.3278648086192822,2006,2,0.235631605594611
9807,WC6,2006-02-22,0.3371585157945236,2006,2,0.2661459930129338
9808,WC4,2006-02-22,0.140154113809543,2006,2,0.7993072272137712
9809,WC5,2006-02-22,0.1444860264209229,2006,2,0.8186246699932456
9810,WC26,2006-02-22,0.3860295066783621,2006,2,0.7407964991906937
9815,WC20,2006-02-22,0.540384669053811,2006,2,0.2409016645875993
9816,WC19,2006-02-22,0.1522738533803,2006,2,0.7109324990959108
9817,SW3,2006-02-22,0.4460933384632136,2006,2,0.2402311476545275
9818,WC18,2006-02-22,0.2874499287128982,2006,2,0.496734178886394
9825,WC25,2006-02-22,0.2966968432187983,2006,2,0.1894386906207676
9822,WC12,2006-02-22,0.2566460410714012,2006,2,0.6531158262794657
9823,WC8,2006-02-22,0.1412804567405888,2006,2,0.8132005888509314
9819,WC17,2006-02-22,0.1426040088436325,2006,2,0.7706859396799429
9842,SW2,2006-02-22,0.1449955531078765,2006,2,0.7504008335350694
9846,WC27,2006-02-22,0.2827161175145787,2006,2,0.4027692923633352
9845,WC7,2006-02-22,0.4237877216253009,2006,2,0.6897433352130773
9824,WC11,2006-02-22,0.1477090822727211,2006,2,0.7783872339006702
9844,WC14,2006-02-22,0.2745005701588429,2006,2,0.7148992474489277
75,NC2,2006-02-24,0.2178116092421131,2006,2,0.843403123240197
76,NC1,2006-02-24,0.1510078300149069,2006,2,0.7627374949237458
21808,SW4,2006-03-01,0.1243511289211597,2006,3,0.790661362284081
21817,SW5,2006-03-01,0.0931838051617928,2006,3,0.7503610240370223
21818,SW6,2006-03-01,0.2026063215688686,2006,3,0.7429281740157417
17896,NW6,2006-03-01,0.3829319435796967,2006,3,0.2212110069991985
17897,NW7,2006-03-01,0.3065757162919243,2006,3,0.218878729236971
21838,SW1,2006-03-01,0.1733800109859847,2006,3,0.4900107230547961
3687,NC2,2006-03-03,0.2230531461188702,2006,3,0.843403123240197
3688,NC1,2006-03-03,0.1590793380805288,2006,3,0.7627374949237458
9878,WC24,2006-03-10,0.3283447462582159,2006,3,0.5059141956542218
9881,WC21,2006-03-10,0.162668713938876,2006,3,0.7681735239420353
9882,WC13,2006-03-10,0.1696546832729131,2006,3,0.7995891344859973
9886,WC10,2006-03-10,0.4264327152701031,2006,3,0.2369018529342773
9885,SW2,2006-03-10,0.1511823320266898,2006,3,0.7504008335350694
9887,WC14,2006-03-10,0.4051733512336471,2006,3,0.7148992474489277
9877,WC22,2006-03-10,0.3027053153636108,2006,3,0.202330985624951
9883,WC9,2006-03-10,0.5246827066644624,2006,3,0.1990035532354185
9876,WC23,2006-03-10,0.3574783772748972,2006,3,0.207078536169719
9866,WC8,2006-03-10,0.1534350303840337,2006,3,0.8132005888509314
9869,WC16,2006-03-10,0.5835502481114985,2006,3,0.2744562134024172
9849,WC3,2006-03-10,0.4744243068430103,2006,3,0.235631605594611
9848,WC2,2006-03-10,0.4441420948931601,2006,3,0.224136685192995
9847,WC1,2006-03-10,0.1535936864520484,2006,3,0.7996233394895624
9850,WC6,2006-03-10,0.4760758969423321,2006,3,0.2661459930129338
9851,WC4,2006-03-10,0.1530220361335064,2006,3,0.7993072272137712
9852,WC5,2006-03-10,0.155754383134937,2006,3,0.8186246699932456
9870,WC15,2006-03-10,0.3454632274491427,2006,3,0.4733548871536446
9853,WC26,2006-03-10,0.4597219910971317,2006,3,0.7407964991906937
9860,SW3,2006-03-10,0.5009689097766725,2006,3,0.2402311476545275
9861,WC18,2006-03-10,0.3376564296365767,2006,3,0.496734178886394
9862,WC17,2006-03-10,0.1535797589475542,2006,3,0.7706859396799429
9865,WC12,2006-03-10,0.2738424349131247,2006,3,0.6531158262794657
9867,WC11,2006-03-10,0.1578762016008864,2006,3,0.7783872339006702
9868,WC25,2006-03-10,0.3125978543147548,2006,3,0.1894386906207676
9858,WC20,2006-03-10,0.5823186210352319,2006,3,0.2409016645875993
9859,WC19,2006-03-10,0.1591065389339012,2006,3,0.7109324990959108
13896,SW4,2006-03-10,0.1944111478633031,2006,3,0.790661362284081
13895,WC26,2006-03-10,0.4581753248294206,2006,3,0.7407964991906937
9888,WC7,2006-03-10,0.500364479503569,2006,3,0.6897433352130773
13931,WC27,2006-03-10,0.2990178486531201,2006,3,0.4027692923633352
13930,WC7,2006-03-10,0.4962724028220183,2006,3,0.6897433352130773
13929,WC14,2006-03-10,0.4037501792076354,2006,3,0.7148992474489277
13928,WC10,2006-03-10,0.4250571975561433,2006,3,0.2369018529342773
13927,SW2,2006-03-10,0.1497961072734207,2006,3,0.7504008335350694
13926,SW1,2006-03-10,0.1884336180900354,2006,3,0.4900107230547961
13925,WC9,2006-03-10,0.5205024808192671,2006,3,0.1990035532354185
13924,WC13,2006-03-10,0.1686853368530672,2006,3,0.7995891344859973
13920,WC24,2006-03-10,0.3275032204665601,2006,3,0.5059141956542218
9889,WC27,2006-03-10,0.3011899562824348,2006,3,0.4027692923633352
13911,WC16,2006-03-10,0.5801854481152942,2006,3,0.2744562134024172
13912,WC15,2006-03-10,0.3437081941555976,2006,3,0.4733548871536446
13904,WC17,2006-03-10,0.1519012013701804,2006,3,0.7706859396799429
13905,SW5,2006-03-10,0.1293244210187123,2006,3,0.7503610240370223
13906,SW6,2006-03-10,0.4153446157808191,2006,3,0.7429281740157417
13902,SW3,2006-03-10,0.4976049520316126,2006,3,0.2402311476545275
13908,WC8,2006-03-10,0.1511888194835434,2006,3,0.8132005888509314
13909,WC11,2006-03-10,0.1567461112953449,2006,3,0.7783872339006702
13910,WC25,2006-03-10,0.311408604694501,2006,3,0.1894386906207676
13907,WC12,2006-03-10,0.2709533007574869,2006,3,0.6531158262794657
21886,WC27,2006-04-02,0.3692799639909732,2006,4,0.4027692923633352
21885,WC7,2006-04-02,0.6782507130344655,2006,4,0.6897433352130773
21875,WC24,2006-04-02,0.3920375998602704,2006,4,0.5059141956542218
21884,WC14,2006-04-02,0.6968410345911367,2006,4,0.7148992474489277
21883,WC10,2006-04-02,0.664837648946499,2006,4,0.2369018529342773
21882,SW2,2006-04-02,0.153723289510191,2006,4,0.7504008335350694
21881,SW1,2006-04-02,0.2076126681219835,2006,4,0.4900107230547961
21880,WC9,2006-04-02,0.6989513907996449,2006,4,0.1990035532354185
21879,WC13,2006-04-02,0.1781542172929032,2006,4,0.7995891344859973
21878,WC21,2006-04-02,0.1673553846550856,2006,4,0.7681735239420353
21874,WC22,2006-04-02,0.3649942610476703,2006,4,0.202330985624951
21864,WC11,2006-04-02,0.1761888218670472,2006,4,0.7783872339006702
21867,WC15,2006-04-02,0.4447320074650706,2006,4,0.4733548871536446
21866,WC16,2006-04-02,0.7554704251857095,2006,4,0.2744562134024172
21865,WC25,2006-04-02,0.3720957577301485,2006,4,0.1894386906207676
21863,WC8,2006-04-02,0.1597385248905575,2006,4,0.8132005888509314
21862,WC12,2006-04-02,0.3382849087991963,2006,4,0.6531158262794657
21861,SW6,2006-04-02,0.5846367568588199,2006,4,0.7429281740157417
21860,SW5,2006-04-02,0.1345210761524857,2006,4,0.7503610240370223
21859,WC17,2006-04-02,0.1577443738557276,2006,4,0.7706859396799429
21857,SW3,2006-04-02,0.6754255217089664,2006,4,0.2402311476545275
21856,WC19,2006-04-02,0.1795757358924392,2006,4,0.7109324990959108
21873,WC23,2006-04-02,0.4392030690588394,2006,4,0.207078536169719
21858,WC18,2006-04-02,0.4284874127924238,2006,4,0.496734178886394
25966,SW1,2006-04-02,0.205208029978517,2006,4,0.4900107230547961
21847,WC6,2006-04-02,0.666004053882494,2006,4,0.2661459930129338
21845,WC2,2006-04-02,0.717086369380401,2006,4,0.224136685192995
25946,SW6,2006-04-02,0.5830077455200943,2006,4,0.7429281740157417
25945,SW5,2006-04-02,0.1320599075927359,2006,4,0.7503610240370223
25936,SW4,2006-04-02,0.2341493439410637,2006,4,0.790661362284081
21855,WC20,2006-04-02,0.765894609649114,2006,4,0.2409016645875993
21851,SW4,2006-04-02,0.2375380685068419,2006,4,0.790661362284081
21850,WC26,2006-04-02,0.5949010802478,2006,4,0.7407964991906937
21849,WC5,2006-04-02,0.1680456984620249,2006,4,0.8186246699932456
17939,NW6,2006-04-02,0.5080199896039331,2006,4,0.2212110069991985
17940,NW7,2006-04-02,0.4164554543633993,2006,4,0.218878729236971
17941,NB1,2006-04-02,0.3267388308132112,2006,4,0.521433044415588
17955,NW1,2006-04-02,0.1394450551239521,2006,4,0.6668044328251834
17956,NW2,2006-04-02,0.153517595942275,2006,4,0.6002262911480701
17957,NW3,2006-04-02,0.155603124970388,2006,4,0.5636114244377466
17958,NW4,2006-04-02,0.15654470221261,2006,4,0.4807443757338457
17959,NW5,2006-04-02,0.317258325177737,2006,4,0.1789812587323381
21846,WC3,2006-04-02,0.7051490105714089,2006,4,0.235631605594611
21844,WC1,2006-04-02,0.1695763447655749,2006,4,0.7996233394895624
21848,WC4,2006-04-02,0.1644227008906842,2006,4,0.7993072272137712
3730,NC2,2006-04-04,0.4716372679121074,2006,4,0.843403123240197
3731,NC1,2006-04-04,0.1801682362755086,2006,4,0.7627374949237458
13953,WC25,2006-04-11,0.4252234394526911,2006,4,0.1894386906207676
13974,WC27,2006-04-11,0.4566833138834084,2006,4,0.4027692923633352
13973,WC7,2006-04-11,0.7657316435614119,2006,4,0.6897433352130773
13972,WC14,2006-04-11,0.7738917683489642,2006,4,0.7148992474489277
13971,WC10,2006-04-11,0.7752339418026168,2006,4,0.2369018529342773
13970,SW2,2006-04-11,0.1661009740003292,2006,4,0.7504008335350694
13969,SW1,2006-04-11,0.2373557798562641,2006,4,0.4900107230547961
9891,WC2,2006-04-11,0.7892376808367925,2006,4,0.224136685192995
13955,WC15,2006-04-11,0.4824403793125564,2006,4,0.4733548871536446
13967,WC13,2006-04-11,0.1768814136409652,2006,4,0.7995891344859973
13938,WC26,2006-04-11,0.7480933673697377,2006,4,0.7407964991906937
13939,SW4,2006-04-11,0.2649736420395494,2006,4,0.790661362284081
13945,SW3,2006-04-11,0.7426987808155723,2006,4,0.2402311476545275
13948,SW5,2006-04-11,0.1346440649540745,2006,4,0.7503610240370223
13949,SW6,2006-04-11,0.6824247474418422,2006,4,0.7429281740157417
13950,WC12,2006-04-11,0.3613111050617605,2006,4,0.6531158262794657
13951,WC8,2006-04-11,0.1778832730478186,2006,4,0.8132005888509314
13952,WC11,2006-04-11,0.171677270895988,2006,4,0.7783872339006702
13963,WC24,2006-04-11,0.4421560886821626,2006,4,0.5059141956542218
13954,WC16,2006-04-11,0.8006470130800808,2006,4,0.2744562134024172
9890,WC1,2006-04-11,0.184213950697522,2006,4,0.7996233394895624
13968,WC9,2006-04-11,0.7754243536468387,2006,4,0.1990035532354185
9893,WC6,2006-04-11,0.7525080285993675,2006,4,0.2661459930129338
9894,WC4,2006-04-11,0.1789899723374643,2006,4,0.7993072272137712
9895,WC5,2006-04-11,0.1794280892413985,2006,4,0.8186246699932456
9896,WC26,2006-04-11,0.7531440013545088,2006,4,0.7407964991906937
9901,WC20,2006-04-11,0.8271959250140164,2006,4,0.2409016645875993
9903,SW3,2006-04-11,0.7424125508274314,2006,4,0.2402311476545275
9904,WC18,2006-04-11,0.4683992372001288,2006,4,0.496734178886394
9905,WC17,2006-04-11,0.1627816945699154,2006,4,0.7706859396799429
9908,WC12,2006-04-11,0.3617174933242408,2006,4,0.6531158262794657
9909,WC8,2006-04-11,0.179575546923565,2006,4,0.8132005888509314
9910,WC11,2006-04-11,0.1730776587507315,2006,4,0.7783872339006702
