,FieldID,date,MNDWI,Year,Month
24828,SW6,2006-02-13,-0.4594677643856581,2006,2
24827,SW5,2006-02-13,-0.4326157803081195,2006,2
24818,SW4,2006-02-13,-0.4477754876542713,2006,2
20939,WC7,2006-02-13,-0.5101951197177809,2006,2
17009,NW1,2006-02-13,-0.4362138950540499,2006,2
16995,NB1,2006-02-13,-0.4668585064428904,2006,2
17010,NW2,2006-02-13,-0.4694274623995912,2006,2
16993,NW6,2006-02-13,-0.5269209833689302,2006,2
20938,WC14,2006-02-13,-0.4821245435795663,2006,2
20937,WC10,2006-02-13,-0.4737792705144164,2006,2
20936,SW2,2006-02-13,-0.4735425703867645,2006,2
20935,SW1,2006-02-13,-0.4538710436386583,2006,2
20934,WC9,2006-02-13,-0.5000736838008754,2006,2
20933,WC13,2006-02-13,-0.486540233675631,2006,2
20932,WC21,2006-02-13,-0.4484667224101611,2006,2
20929,WC24,2006-02-13,-0.5255964587142382,2006,2
20928,WC22,2006-02-13,-0.516795261328981,2006,2
16994,NW7,2006-02-13,-0.5084707776029262,2006,2
20921,WC15,2006-02-13,-0.499646098081489,2006,2
20927,WC23,2006-02-13,-0.5042455725648798,2006,2
20919,WC25,2006-02-13,-0.4798679238550364,2006,2
20918,WC11,2006-02-13,-0.493418174033412,2006,2
20917,WC8,2006-02-13,-0.514945441667438,2006,2
20916,WC12,2006-02-13,-0.4912325689561287,2006,2
20915,SW6,2006-02-13,-0.4614833833352574,2006,2
20914,SW5,2006-02-13,-0.4346698366388909,2006,2
20913,WC17,2006-02-13,-0.4973483324932238,2006,2
20920,WC16,2006-02-13,-0.522266349786971,2006,2
3429,NC2,2006-02-15,-0.4901323606122874,2006,2
3430,NC1,2006-02-15,-0.4187657016309192,2006,2
13131,SW5,2006-02-22,-0.4131798554268099,2006,2
13121,WC26,2006-02-22,-0.482681695898615,2006,2
13122,SW4,2006-02-22,-0.4340678914504596,2006,2
13128,SW3,2006-02-22,-0.4770243329884246,2006,2
13132,SW6,2006-02-22,-0.4405086987761265,2006,2
9202,WC1,2006-02-22,-0.4554256321755914,2006,2
13134,WC8,2006-02-22,-0.489255856073549,2006,2
9225,WC15,2006-02-22,-0.4749694812305329,2006,2
9224,WC16,2006-02-22,-0.4971927255792578,2006,2
9223,WC25,2006-02-22,-0.4618520547148053,2006,2
9222,WC11,2006-02-22,-0.4699288542383216,2006,2
9221,WC8,2006-02-22,-0.4857828284411705,2006,2
9220,WC12,2006-02-22,-0.4701698334223151,2006,2
9217,WC17,2006-02-22,-0.4741309224582466,2006,2
9216,WC18,2006-02-22,-0.4812874541799225,2006,2
9215,SW3,2006-02-22,-0.4763576122551416,2006,2
9214,WC19,2006-02-22,-0.4942181332065702,2006,2
9213,WC20,2006-02-22,-0.4933826732252893,2006,2
9208,WC26,2006-02-22,-0.4789312217376488,2006,2
9207,WC5,2006-02-22,-0.4764909172611745,2006,2
9206,WC4,2006-02-22,-0.4594584952337736,2006,2
9205,WC6,2006-02-22,-0.4688003094778198,2006,2
9204,WC3,2006-02-22,-0.4475652476349854,2006,2
9203,WC2,2006-02-22,-0.4652838109571418,2006,2
9231,WC23,2006-02-22,-0.4774585845007344,2006,2
9232,WC22,2006-02-22,-0.4871919796096305,2006,2
9233,WC24,2006-02-22,-0.5004281082737893,2006,2
9236,WC21,2006-02-22,-0.4303181060927181,2006,2
13135,WC11,2006-02-22,-0.4734962132680281,2006,2
13136,WC25,2006-02-22,-0.4651866785252089,2006,2
13137,WC16,2006-02-22,-0.5025534173473873,2006,2
13146,WC24,2006-02-22,-0.5032711209647913,2006,2
13150,WC13,2006-02-22,-0.4579106562235221,2006,2
13151,WC9,2006-02-22,-0.4799313505919305,2006,2
13152,SW1,2006-02-22,-0.4381164234555046,2006,2
13153,SW2,2006-02-22,-0.4574606521955278,2006,2
13133,WC12,2006-02-22,-0.4736972394629543,2006,2
13154,WC10,2006-02-22,-0.4542475137188981,2006,2
13156,WC7,2006-02-22,-0.4872944366140495,2006,2
13157,WC27,2006-02-22,-0.4980570604337437,2006,2
9244,WC27,2006-02-22,-0.4947422123954678,2006,2
9243,WC7,2006-02-22,-0.4841043993454922,2006,2
9242,WC14,2006-02-22,-0.4519415951407028,2006,2
9241,WC10,2006-02-22,-0.4505463448222167,2006,2
9238,WC9,2006-02-22,-0.4765138140360916,2006,2
9237,WC13,2006-02-22,-0.4540618405587315,2006,2
13155,WC14,2006-02-22,-0.4556183077565561,2006,2
13138,WC15,2006-02-22,-0.4787284322455968,2006,2
9240,SW2,2006-02-22,-0.4553857200317462,2006,2
76,NC1,2006-02-24,-0.445835932523067,2006,2
75,NC2,2006-02-24,-0.5035059644878221,2006,2
20978,SW1,2006-03-01,-0.2808105969741032,2006,3
20958,SW6,2006-03-01,-0.2187156639044114,2006,3
20957,SW5,2006-03-01,-0.2115397518240386,2006,3
20948,SW4,2006-03-01,-0.2233028900904602,2006,3
17036,NW6,2006-03-01,-0.4586994345589786,2006,3
17037,NW7,2006-03-01,-0.4474698494860578,2006,3
3472,NC2,2006-03-03,-0.5000433969036513,2006,3
3473,NC1,2006-03-03,-0.44938874879136,2006,3
9286,WC7,2006-03-10,-0.4677300577365734,2006,3
9285,WC14,2006-03-10,-0.4394424818406314,2006,3
9284,WC10,2006-03-10,-0.4179064090546756,2006,3
9283,SW2,2006-03-10,-0.4431101633031448,2006,3
9279,WC21,2006-03-10,-0.4190126980582511,2006,3
9280,WC13,2006-03-10,-0.4381188151348253,2006,3
9246,WC2,2006-03-10,-0.4248572620246927,2006,3
9247,WC3,2006-03-10,-0.4443042983978575,2006,3
9248,WC6,2006-03-10,-0.4594924830127435,2006,3
9249,WC4,2006-03-10,-0.4523713054268078,2006,3
9250,WC5,2006-03-10,-0.4722885003886491,2006,3
9251,WC26,2006-03-10,-0.4661273842083126,2006,3
9281,WC9,2006-03-10,-0.4338077723728549,2006,3
9245,WC1,2006-03-10,-0.4225722304243972,2006,3
9287,WC27,2006-03-10,-0.4863700586638034,2006,3
9265,WC11,2006-03-10,-0.4633821807729715,2006,3
9274,WC23,2006-03-10,-0.4661466469181662,2006,3
9268,WC15,2006-03-10,-0.4477161475437,2006,3
9267,WC16,2006-03-10,-0.4781742836108204,2006,3
9266,WC25,2006-03-10,-0.4487179905014992,2006,3
9276,WC24,2006-03-10,-0.4801893965479021,2006,3
9264,WC8,2006-03-10,-0.4849175486150016,2006,3
9263,WC12,2006-03-10,-0.4387825504280776,2006,3
9260,WC17,2006-03-10,-0.4655956561905033,2006,3
9259,WC18,2006-03-10,-0.4812449225253635,2006,3
9258,SW3,2006-03-10,-0.4618825935874642,2006,3
9257,WC19,2006-03-10,-0.4840361916077561,2006,3
9256,WC20,2006-03-10,-0.447817375564889,2006,3
9275,WC22,2006-03-10,-0.4774027242003343,2006,3
20986,WC3,2006-04-02,-0.518218304448423,2006,4
20987,WC6,2006-04-02,-0.5214875694533067,2006,4
20988,WC4,2006-04-02,-0.4639587794297636,2006,4
20989,WC5,2006-04-02,-0.4838111657270189,2006,4
20990,WC26,2006-04-02,-0.5173749459884054,2006,4
20991,SW4,2006-04-02,-0.4454650682668992,2006,4
20995,WC20,2006-04-02,-0.5094214544883665,2006,4
20996,WC19,2006-04-02,-0.5023334590866222,2006,4
20997,SW3,2006-04-02,-0.5062894354937307,2006,4
20998,WC18,2006-04-02,-0.5092542400521001,2006,4
20999,WC17,2006-04-02,-0.4753525784239091,2006,4
20985,WC2,2006-04-02,-0.5289050040828591,2006,4
17095,NW1,2006-04-02,-0.4401787644814514,2006,4
17096,NW2,2006-04-02,-0.4605820490706407,2006,4
17097,NW3,2006-04-02,-0.4770182054595293,2006,4
17098,NW4,2006-04-02,-0.4534925197705359,2006,4
17099,NW5,2006-04-02,-0.4811517875300677,2006,4
21000,SW5,2006-04-02,-0.4392176577551794,2006,4
24891,SW1,2006-04-02,-0.4418091798033324,2006,4
24871,SW6,2006-04-02,-0.4673098141883625,2006,4
24870,SW5,2006-04-02,-0.4373885001351982,2006,4
24861,SW4,2006-04-02,-0.442656840335272,2006,4
17080,NW7,2006-04-02,-0.5041157037468238,2006,4
17079,NW6,2006-04-02,-0.5123804744298658,2006,4
20984,WC1,2006-04-02,-0.4657987453815898,2006,4
21001,SW6,2006-04-02,-0.4689872901556905,2006,4
17081,NB1,2006-04-02,-0.479081493532029,2006,4
21003,WC8,2006-04-02,-0.4942474590670037,2006,4
21025,WC7,2006-04-02,-0.5000557039587168,2006,4
21024,WC14,2006-04-02,-0.5250904217081934,2006,4
21023,WC10,2006-04-02,-0.4856567970406481,2006,4
21022,SW2,2006-04-02,-0.4502355130633769,2006,4
21021,SW1,2006-04-02,-0.4439821506978426,2006,4
21020,WC9,2006-04-02,-0.4952805668054489,2006,4
21019,WC13,2006-04-02,-0.4619494634329751,2006,4
21018,WC21,2006-04-02,-0.4407183704859818,2006,4
21015,WC24,2006-04-02,-0.508711975394449,2006,4
21014,WC22,2006-04-02,-0.5176746041500577,2006,4
21013,WC23,2006-04-02,-0.515367444687415,2006,4
21007,WC15,2006-04-02,-0.4891847997138167,2006,4
21006,WC16,2006-04-02,-0.5339055728129787,2006,4
21005,WC25,2006-04-02,-0.4931489618889013,2006,4
21004,WC11,2006-04-02,-0.4855418870621666,2006,4
21026,WC27,2006-04-02,-0.5202648484163117,2006,4
21002,WC12,2006-04-02,-0.4924555938817671,2006,4
3516,NC1,2006-04-04,-0.3873491089454501,2006,4
3515,NC2,2006-04-04,-0.4299252795988418,2006,4
13180,WC16,2006-04-11,-0.5175589433740784,2006,4
9300,WC19,2006-04-11,-0.4732967420743003,2006,4
9299,WC20,2006-04-11,-0.5060476579534338,2006,4
9294,WC26,2006-04-11,-0.5076515465154251,2006,4
9301,SW3,2006-04-11,-0.4936085989669824,2006,4
13200,WC27,2006-04-11,-0.5036265087453188,2006,4
13199,WC7,2006-04-11,-0.5013814404379325,2006,4
13198,WC14,2006-04-11,-0.5197107611347487,2006,4
13196,SW2,2006-04-11,-0.4307103881733923,2006,4
13195,SW1,2006-04-11,-0.4331945840736103,2006,4
13194,WC9,2006-04-11,-0.495766700377911,2006,4
13193,WC13,2006-04-11,-0.4348177902264892,2006,4
13189,WC24,2006-04-11,-0.4767864540425167,2006,4
13181,WC15,2006-04-11,-0.4740761995940715,2006,4
13197,WC10,2006-04-11,-0.5015448213478207,2006,4
9302,WC18,2006-04-11,-0.4845465301647084,2006,4
9319,WC24,2006-04-11,-0.4747001747578986,2006,4
9306,WC12,2006-04-11,-0.4718019967540949,2006,4
9330,WC27,2006-04-11,-0.5083941278686427,2006,4
9329,WC7,2006-04-11,-0.5004836568100967,2006,4
9328,WC14,2006-04-11,-0.5162473961621317,2006,4
9327,WC10,2006-04-11,-0.5017023983071309,2006,4
9326,SW2,2006-04-11,-0.4313260862081144,2006,4
9324,WC9,2006-04-11,-0.4953582925822803,2006,4
9323,WC13,2006-04-11,-0.4350956116655624,2006,4
9303,WC17,2006-04-11,-0.4565606167837426,2006,4
9322,WC21,2006-04-11,-0.4267550606695923,2006,4
9318,WC22,2006-04-11,-0.517702421702994,2006,4
9317,WC23,2006-04-11,-0.5266480816870955,2006,4
9311,WC15,2006-04-11,-0.4737429045713703,2006,4
9310,WC16,2006-04-11,-0.5093280957199426,2006,4
9309,WC25,2006-04-11,-0.4628613949034572,2006,4
9308,WC11,2006-04-11,-0.4602632620501316,2006,4
9307,WC8,2006-04-11,-0.4793565790752885,2006,4
13179,WC25,2006-04-11,-0.4659499852825456,2006,4
13178,WC11,2006-04-11,-0.4600638602265243,2006,4
13171,SW3,2006-04-11,-0.4947224860873961,2006,4
13176,WC12,2006-04-11,-0.4724615109456357,2006,4
9292,WC4,2006-04-11,-0.4480104571223043,2006,4
9293,WC5,2006-04-11,-0.4678115560842496,2006,4
9289,WC2,2006-04-11,-0.5315866139194579,2006,4
9288,WC1,2006-04-11,-0.4463047726952584,2006,4
13177,WC8,2006-04-11,-0.4787875952352928,2006,4
9291,WC6,2006-04-11,-0.5116706380865724,2006,4
9290,WC3,2006-04-11,-0.51991393467576,2006,4
13175,SW6,2006-04-11,-0.4640686430113895,2006,4
13174,SW5,2006-04-11,-0.41241450934358,2006,4
13165,SW4,2006-04-11,-0.4271744669370617,2006,4
13164,WC26,2006-04-11,-0.5009581191301957,2006,4
118,NC2,2006-04-13,-0.5628520954548168,2006,4
119,NC1,2006-04-13,-0.4570463607781402,2006,4
21031,WC4,2006-04-18,-0.4470796269971199,2006,4
21032,WC5,2006-04-18,-0.4665683384656695,2006,4
21034,SW4,2006-04-18,-0.4364897359811387,2006,4
21038,WC20,2006-04-18,-0.4998273582630426,2006,4
21068,WC7,2006-04-18,-0.5003718684776028,2006,4
21030,WC6,2006-04-18,-0.5065934797513465,2006,4
21041,WC18,2006-04-18,-0.4805037428209021,2006,4
21042,WC17,2006-04-18,-0.4555071610850139,2006,4
21043,SW5,2006-04-18,-0.4140483030268051,2006,4
21044,SW6,2006-04-18,-0.4703064933699206,2006,4
21069,WC27,2006-04-18,-0.502041477292156,2006,4
21039,WC19,2006-04-18,-0.4607840449374291,2006,4
21040,SW3,2006-04-18,-0.4929865597763549,2006,4
21058,WC24,2006-04-18,-0.4735568580479485,2006,4
21061,WC21,2006-04-18,-0.4316389737159343,2006,4
21067,WC14,2006-04-18,-0.5036761770736399,2006,4
21066,WC10,2006-04-18,-0.5068254486045771,2006,4
17122,NW6,2006-04-18,-0.5146256871936004,2006,4
17123,NW7,2006-04-18,-0.5102119818593537,2006,4
17124,NB1,2006-04-18,-0.4853919722468997,2006,4
17138,NW1,2006-04-18,-0.4336502986052876,2006,4
17139,NW2,2006-04-18,-0.4433250212953363,2006,4
17140,NW3,2006-04-18,-0.4651805629260775,2006,4
17141,NW4,2006-04-18,-0.4383602983659238,2006,4
17142,NW5,2006-04-18,-0.4834355669631137,2006,4
21065,SW2,2006-04-18,-0.4278155979503913,2006,4
21064,SW1,2006-04-18,-0.4362509446108644,2006,4
21063,WC9,2006-04-18,-0.5013726492720327,2006,4
21027,WC1,2006-04-18,-0.4453061229799472,2006,4
21028,WC2,2006-04-18,-0.5250406217398911,2006,4
21029,WC3,2006-04-18,-0.5102580226799888,2006,4
21062,WC13,2006-04-18,-0.4347682383148127,2006,4
21033,WC26,2006-04-18,-0.5029326224965875,2006,4
24934,SW1,2006-04-18,-0.4341877639001575,2006,4
21057,WC22,2006-04-18,-0.5060946715014376,2006,4
21046,WC8,2006-04-18,-0.4794931228370599,2006,4
21047,WC11,2006-04-18,-0.4611320199610177,2006,4
21048,WC25,2006-04-18,-0.4667300839190467,2006,4
21049,WC16,2006-04-18,-0.5053861527153108,2006,4
21045,WC12,2006-04-18,-0.4666208613141088,2006,4
21056,WC23,2006-04-18,-0.513780530719174,2006,4
24904,SW4,2006-04-18,-0.4370915756984089,2006,4
24913,SW5,2006-04-18,-0.4144912284530064,2006,4
24914,SW6,2006-04-18,-0.4703077128932379,2006,4
21050,WC15,2006-04-18,-0.4674187095311073,2006,4
3558,NC2,2006-04-20,-0.5565336870291921,2006,4
3559,NC1,2006-04-20,-0.5411304507280267,2006,4
13238,SW1,2006-04-27,-0.4599883431981666,2006,4
13217,SW5,2006-04-27,-0.4533862531813637,2006,4
13208,SW4,2006-04-27,-0.4270485490173921,2006,4
13218,SW6,2006-04-27,-0.4537311589707775,2006,4
9412,SW2,2006-05-13,-0.4498847181349042,2006,5
13263,WC8,2006-05-13,-0.4849302849773731,2006,5
9416,WC27,2006-05-13,-0.4961489827873869,2006,5
9415,WC7,2006-05-13,-0.4538716045448747,2006,5
9414,WC14,2006-05-13,-0.4406334544328353,2006,5
9413,WC10,2006-05-13,-0.4638491316671829,2006,5
13264,WC11,2006-05-13,-0.4808252090335811,2006,5
13257,SW3,2006-05-13,-0.4578446428653782,2006,5
9409,WC13,2006-05-13,-0.4440857797228127,2006,5
9410,WC9,2006-05-13,-0.4419440940685846,2006,5
13262,WC12,2006-05-13,-0.4716876775703176,2006,5
13261,SW6,2006-05-13,-0.4521592655577259,2006,5
13260,SW5,2006-05-13,-0.4753108131137718,2006,5
13251,SW4,2006-05-13,-0.4545114815005439,2006,5
13250,WC26,2006-05-13,-0.456608767900806,2006,5
9408,WC21,2006-05-13,-0.4490222991442892,2006,5
13265,WC25,2006-05-13,-0.4765259811181493,2006,5
9404,WC22,2006-05-13,-0.4787504899301822,2006,5
9405,WC24,2006-05-13,-0.4687940260428817,2006,5
13286,WC27,2006-05-13,-0.4984206340254851,2006,5
13285,WC7,2006-05-13,-0.4501134749677759,2006,5
13284,WC14,2006-05-13,-0.4379312821285191,2006,5
13283,WC10,2006-05-13,-0.4632594960155092,2006,5
13282,SW2,2006-05-13,-0.4502241743396581,2006,5
13281,SW1,2006-05-13,-0.4401053387174131,2006,5
13280,WC9,2006-05-13,-0.4391730625693048,2006,5
13279,WC13,2006-05-13,-0.4447485798712713,2006,5
13267,WC15,2006-05-13,-0.4656396736428906,2006,5
9374,WC1,2006-05-13,-0.478001165947392,2006,5
9375,WC2,2006-05-13,-0.4573604594712337,2006,5
9376,WC3,2006-05-13,-0.4282189765530921,2006,5
9377,WC6,2006-05-13,-0.438144491534036,2006,5
13266,WC16,2006-05-13,-0.4225689449959321,2006,5
9378,WC4,2006-05-13,-0.4631474061793186,2006,5
9380,WC26,2006-05-13,-0.4514854910502532,2006,5
9385,WC20,2006-05-13,-0.4482025473730602,2006,5
9386,WC19,2006-05-13,-0.4901313002599867,2006,5
9387,SW3,2006-05-13,-0.4575134461648592,2006,5
9388,WC18,2006-05-13,-0.4669951326397002,2006,5
9389,WC17,2006-05-13,-0.4637261570255212,2006,5
9392,WC12,2006-05-13,-0.475161419542736,2006,5
9393,WC8,2006-05-13,-0.4842372533512534,2006,5
9394,WC11,2006-05-13,-0.4803463199687278,2006,5
9395,WC25,2006-05-13,-0.4730511521096756,2006,5
9396,WC16,2006-05-13,-0.4128009585126563,2006,5
9397,WC15,2006-05-13,-0.4682987243238115,2006,5
9403,WC23,2006-05-13,-0.4794629960277786,2006,5
9379,WC5,2006-05-13,-0.5058714657032075,2006,5
13275,WC24,2006-05-13,-0.4713448234169646,2006,5
21087,SW6,2006-05-20,-0.3254217167104664,2006,5
17166,NW7,2006-05-20,-0.4402262015011861,2006,5
21091,WC25,2006-05-20,-0.4531121665468413,2006,5
21093,WC15,2006-05-20,-0.4121473160126386,2006,5
21099,WC23,2006-05-20,-0.4471341035429025,2006,5
21100,WC22,2006-05-20,-0.45508151026757,2006,5
21101,WC24,2006-05-20,-0.4478586247886926,2006,5
21104,WC21,2006-05-20,-0.4222319459334052,2006,5
21105,WC13,2006-05-20,-0.4513193623468715,2006,5
21106,WC9,2006-05-20,-0.3688496431611415,2006,5
21090,WC11,2006-05-20,-0.4746781294934738,2006,5
21107,SW1,2006-05-20,-0.4492747286356598,2006,5
21109,WC10,2006-05-20,-0.3322904324821721,2006,5
21110,WC14,2006-05-20,-0.3561556771606271,2006,5
21111,WC7,2006-05-20,-0.3839253895255802,2006,5
24977,SW1,2006-05-20,-0.4431642873526331,2006,5
24957,SW6,2006-05-20,-0.3148958669746333,2006,5
24956,SW5,2006-05-20,-0.3409877746174955,2006,5
24947,SW4,2006-05-20,-0.4066892022117834,2006,5
17165,NW6,2006-05-20,-0.4349770691789131,2006,5
21108,SW2,2006-05-20,-0.4621451310956737,2006,5
21089,WC8,2006-05-20,-0.475029096242555,2006,5
21092,WC16,2006-05-20,-0.3560701261198267,2006,5
21070,WC1,2006-05-20,-0.4172178109133022,2006,5
17167,NB1,2006-05-20,-0.4597799136069097,2006,5
17181,NW1,2006-05-20,-0.3573595348528807,2006,5
17182,NW2,2006-05-20,-0.3522478236603496,2006,5
17183,NW3,2006-05-20,-0.3529324551897849,2006,5
17184,NW4,2006-05-20,-0.389575169494237,2006,5
17185,NW5,2006-05-20,-0.3060146094346584,2006,5
21088,WC12,2006-05-20,-0.4145763886320062,2006,5
21085,WC17,2006-05-20,-0.4544429732613,2006,5
21084,WC18,2006-05-20,-0.4007702116130222,2006,5
21086,SW5,2006-05-20,-0.3480876535598708,2006,5
21082,WC19,2006-05-20,-0.5033586718420348,2006,5
21081,WC20,2006-05-20,-0.36438707832395,2006,5
