FieldID,date,NDVI
WC18,2006-05-31,
WC17,2006-05-31,
SW5,2006-05-31,
SW6,2006-05-31,
WC12,2006-05-31,
WC8,2006-05-31,
WC11,2006-05-31,
WC25,2006-05-31,
WC16,2006-05-31,
WC15,2006-05-31,
NW1,2006-05-31,
NW2,2006-05-31,
NW3,2006-05-31,
NW4,2006-05-31,
NW5,2006-05-31,
WC23,2006-05-31,
WC22,2006-05-31,
WC24,2006-05-31,
NC2,2006-05-31,0.7835860810206099
NC1,2006-05-31,0.33387434204395905
WC21,2006-05-31,
WC13,2006-05-31,
WC9,2006-05-31,
SW1,2006-05-31,
SW2,2006-05-31,
WC10,2006-05-31,
WC14,2006-05-31,
WC7,2006-05-31,
WC27,2006-05-31,
WC1,2006-06-16,
WC2,2006-06-16,
WC3,2006-06-16,
WC6,2006-06-16,
WC4,2006-06-16,
WC5,2006-06-16,
WC26,2006-06-16,
SW4,2006-06-16,
NW6,2006-06-16,
NW7,2006-06-16,
NB1,2006-06-16,
WC20,2006-06-16,
WC19,2006-06-16,
SW3,2006-06-16,
WC18,2006-06-16,
WC17,2006-06-16,
SW5,2006-06-16,
SW6,2006-06-16,
WC12,2006-06-16,
WC8,2006-06-16,
WC11,2006-06-16,
WC25,2006-06-16,
WC16,2006-06-16,
WC15,2006-06-16,
NW1,2006-06-16,
NW2,2006-06-16,
NW3,2006-06-16,
NW4,2006-06-16,
NW5,2006-06-16,
WC23,2006-06-16,
WC22,2006-06-16,
WC24,2006-06-16,
NC2,2006-06-16,0.36317236867431496
NC1,2006-06-16,0.5964417553809972
WC21,2006-06-16,
WC13,2006-06-16,
WC9,2006-06-16,
SW1,2006-06-16,
SW2,2006-06-16,
WC10,2006-06-16,
WC14,2006-06-16,
WC7,2006-06-16,
WC27,2006-06-16,
WC1,2006-07-02,
WC2,2006-07-02,
WC3,2006-07-02,
WC6,2006-07-02,
WC4,2006-07-02,
WC5,2006-07-02,
WC26,2006-07-02,
SW4,2006-07-02,
NW6,2006-07-02,
NW7,2006-07-02,
NB1,2006-07-02,
WC20,2006-07-02,
WC19,2006-07-02,
SW3,2006-07-02,
WC18,2006-07-02,
WC17,2006-07-02,
SW5,2006-07-02,
SW6,2006-07-02,
WC12,2006-07-02,
WC8,2006-07-02,
WC11,2006-07-02,
WC25,2006-07-02,
WC16,2006-07-02,
WC15,2006-07-02,
NW1,2006-07-02,
NW2,2006-07-02,
NW3,2006-07-02,
NW4,2006-07-02,
NW5,2006-07-02,
WC23,2006-07-02,
WC22,2006-07-02,
WC24,2006-07-02,
NC2,2006-07-02,0.8098842728107318
NC1,2006-07-02,0.7297097485246038
WC21,2006-07-02,
WC13,2006-07-02,
WC9,2006-07-02,
SW1,2006-07-02,
SW2,2006-07-02,
WC10,2006-07-02,
WC14,2006-07-02,
WC7,2006-07-02,
WC27,2006-07-02,
WC1,2006-07-18,
WC2,2006-07-18,
WC3,2006-07-18,
WC6,2006-07-18,
WC4,2006-07-18,
WC5,2006-07-18,
WC26,2006-07-18,
SW4,2006-07-18,
NW6,2006-07-18,
NW7,2006-07-18,
NB1,2006-07-18,
WC20,2006-07-18,
WC19,2006-07-18,
SW3,2006-07-18,
WC18,2006-07-18,
WC17,2006-07-18,
SW5,2006-07-18,
SW6,2006-07-18,
WC12,2006-07-18,
WC8,2006-07-18,
WC11,2006-07-18,
WC25,2006-07-18,
WC16,2006-07-18,
WC15,2006-07-18,
NW1,2006-07-18,
NW2,2006-07-18,
NW3,2006-07-18,
NW4,2006-07-18,
NW5,2006-07-18,
WC23,2006-07-18,
WC22,2006-07-18,
WC24,2006-07-18,
NC2,2006-07-18,0.37702101948070443
NC1,2006-07-18,0.8062849665306518
WC21,2006-07-18,
WC13,2006-07-18,
WC9,2006-07-18,
SW1,2006-07-18,
SW2,2006-07-18,
WC10,2006-07-18,
WC14,2006-07-18,
WC7,2006-07-18,
WC27,2006-07-18,
WC1,2006-08-03,
WC2,2006-08-03,
WC3,2006-08-03,
WC6,2006-08-03,
WC4,2006-08-03,
WC5,2006-08-03,
WC26,2006-08-03,
SW4,2006-08-03,
NW6,2006-08-03,
NW7,2006-08-03,
NB1,2006-08-03,
WC20,2006-08-03,
WC19,2006-08-03,
SW3,2006-08-03,
WC18,2006-08-03,
WC17,2006-08-03,
SW5,2006-08-03,
SW6,2006-08-03,
WC12,2006-08-03,
WC8,2006-08-03,
WC11,2006-08-03,
WC25,2006-08-03,
WC16,2006-08-03,
WC15,2006-08-03,
NW1,2006-08-03,
NW2,2006-08-03,
NW3,2006-08-03,
NW4,2006-08-03,
NW5,2006-08-03,
WC23,2006-08-03,
WC22,2006-08-03,
WC24,2006-08-03,
NC2,2006-08-03,0.843403123240197
NC1,2006-08-03,0.7627374949237458
WC21,2006-08-03,
WC13,2006-08-03,
WC9,2006-08-03,
SW1,2006-08-03,
SW2,2006-08-03,
WC10,2006-08-03,
WC14,2006-08-03,
WC7,2006-08-03,
WC27,2006-08-03,
WC1,2006-09-04,
WC2,2006-09-04,
WC3,2006-09-04,
WC6,2006-09-04,
WC4,2006-09-04,
WC5,2006-09-04,
WC26,2006-09-04,
SW4,2006-09-04,
NW6,2006-09-04,
NW7,2006-09-04,
NB1,2006-09-04,
WC20,2006-09-04,
WC19,2006-09-04,
SW3,2006-09-04,
WC18,2006-09-04,
WC17,2006-09-04,
SW5,2006-09-04,
SW6,2006-09-04,
WC12,2006-09-04,
WC8,2006-09-04,
WC11,2006-09-04,
WC25,2006-09-04,
WC16,2006-09-04,
WC15,2006-09-04,
NW1,2006-09-04,
NW2,2006-09-04,
NW3,2006-09-04,
NW4,2006-09-04,
NW5,2006-09-04,
WC23,2006-09-04,
WC22,2006-09-04,
WC24,2006-09-04,
NC2,2006-09-04,0.7942108884091376
NC1,2006-09-04,0.5495773126700082
WC21,2006-09-04,
WC13,2006-09-04,
WC9,2006-09-04,
SW1,2006-09-04,
SW2,2006-09-04,
WC10,2006-09-04,
WC14,2006-09-04,
WC7,2006-09-04,
WC27,2006-09-04,
WC1,2006-09-20,
WC2,2006-09-20,
WC3,2006-09-20,
WC6,2006-09-20,
WC4,2006-09-20,
WC5,2006-09-20,
WC26,2006-09-20,
SW4,2006-09-20,
NW6,2006-09-20,
NW7,2006-09-20,
NB1,2006-09-20,
WC20,2006-09-20,
WC19,2006-09-20,
SW3,2006-09-20,
WC18,2006-09-20,
WC17,2006-09-20,
SW5,2006-09-20,
SW6,2006-09-20,
WC12,2006-09-20,
WC8,2006-09-20,
WC11,2006-09-20,
WC25,2006-09-20,
WC16,2006-09-20,
WC15,2006-09-20,
NW1,2006-09-20,
NW2,2006-09-20,
NW3,2006-09-20,
NW4,2006-09-20,
NW5,2006-09-20,
WC23,2006-09-20,
WC22,2006-09-20,
WC24,2006-09-20,
NC2,2006-09-20,0.8448188518396723
NC1,2006-09-20,0.32812491397219534
WC21,2006-09-20,
WC13,2006-09-20,
WC9,2006-09-20,
SW1,2006-09-20,
SW2,2006-09-20,
WC10,2006-09-20,
WC14,2006-09-20,
WC7,2006-09-20,
WC27,2006-09-20,
WC1,2006-10-06,
WC2,2006-10-06,
WC3,2006-10-06,
WC6,2006-10-06,
WC4,2006-10-06,
WC5,2006-10-06,
WC26,2006-10-06,
SW4,2006-10-06,
NW6,2006-10-06,
NW7,2006-10-06,
NB1,2006-10-06,
WC20,2006-10-06,
WC19,2006-10-06,
SW3,2006-10-06,
WC18,2006-10-06,
WC17,2006-10-06,
SW5,2006-10-06,
SW6,2006-10-06,
WC12,2006-10-06,
WC8,2006-10-06,
WC11,2006-10-06,
WC25,2006-10-06,
WC16,2006-10-06,
WC15,2006-10-06,
NW1,2006-10-06,
NW2,2006-10-06,
NW3,2006-10-06,
NW4,2006-10-06,
NW5,2006-10-06,
WC23,2006-10-06,
WC22,2006-10-06,
WC24,2006-10-06,
NC2,2006-10-06,0.4004234831139338
NC1,2006-10-06,
WC21,2006-10-06,
WC13,2006-10-06,
WC9,2006-10-06,
SW1,2006-10-06,
SW2,2006-10-06,
WC10,2006-10-06,
WC14,2006-10-06,
WC7,2006-10-06,
WC27,2006-10-06,
WC1,2006-10-22,
WC2,2006-10-22,
WC3,2006-10-22,
WC6,2006-10-22,
WC4,2006-10-22,
WC5,2006-10-22,
WC26,2006-10-22,
SW4,2006-10-22,
NW6,2006-10-22,
NW7,2006-10-22,
NB1,2006-10-22,
WC20,2006-10-22,
WC19,2006-10-22,
SW3,2006-10-22,
WC18,2006-10-22,
WC17,2006-10-22,
SW5,2006-10-22,
SW6,2006-10-22,
WC12,2006-10-22,
WC8,2006-10-22,
WC11,2006-10-22,
WC25,2006-10-22,
WC16,2006-10-22,
WC15,2006-10-22,
NW1,2006-10-22,
NW2,2006-10-22,
NW3,2006-10-22,
NW4,2006-10-22,
NW5,2006-10-22,
WC23,2006-10-22,
WC22,2006-10-22,
WC24,2006-10-22,
NC2,2006-10-22,0.5617514217420695
NC1,2006-10-22,0.1974742029519378
WC21,2006-10-22,
WC13,2006-10-22,
WC9,2006-10-22,
SW1,2006-10-22,
SW2,2006-10-22,
WC10,2006-10-22,
WC14,2006-10-22,
WC7,2006-10-22,
WC27,2006-10-22,
WC1,2006-11-07,
WC2,2006-11-07,
WC3,2006-11-07,
WC6,2006-11-07,
WC4,2006-11-07,
WC5,2006-11-07,
WC26,2006-11-07,
SW4,2006-11-07,
NW6,2006-11-07,
NW7,2006-11-07,
NB1,2006-11-07,
WC20,2006-11-07,
WC19,2006-11-07,
SW3,2006-11-07,
WC18,2006-11-07,
WC17,2006-11-07,
SW5,2006-11-07,
SW6,2006-11-07,
WC12,2006-11-07,
WC8,2006-11-07,
WC11,2006-11-07,
WC25,2006-11-07,
WC16,2006-11-07,
WC15,2006-11-07,
NW1,2006-11-07,
NW2,2006-11-07,
NW3,2006-11-07,
NW4,2006-11-07,
NW5,2006-11-07,
WC23,2006-11-07,
WC22,2006-11-07,
WC24,2006-11-07,
NC2,2006-11-07,
NC1,2006-11-07,
WC21,2006-11-07,
WC13,2006-11-07,
WC9,2006-11-07,
SW1,2006-11-07,
SW2,2006-11-07,
WC10,2006-11-07,
WC14,2006-11-07,
WC7,2006-11-07,
WC27,2006-11-07,
WC1,2006-11-23,
WC2,2006-11-23,
WC3,2006-11-23,
WC6,2006-11-23,
WC4,2006-11-23,
WC5,2006-11-23,
WC26,2006-11-23,
SW4,2006-11-23,
NW6,2006-11-23,
NW7,2006-11-23,
NB1,2006-11-23,
WC20,2006-11-23,
WC19,2006-11-23,
SW3,2006-11-23,
WC18,2006-11-23,
WC17,2006-11-23,
SW5,2006-11-23,
SW6,2006-11-23,
WC12,2006-11-23,
WC8,2006-11-23,
WC11,2006-11-23,
WC25,2006-11-23,
WC16,2006-11-23,
WC15,2006-11-23,
NW1,2006-11-23,
NW2,2006-11-23,
NW3,2006-11-23,
NW4,2006-11-23,
NW5,2006-11-23,
WC23,2006-11-23,
WC22,2006-11-23,
WC24,2006-11-23,
NC2,2006-11-23,
NC1,2006-11-23,
WC21,2006-11-23,
WC13,2006-11-23,
WC9,2006-11-23,
SW1,2006-11-23,
SW2,2006-11-23,
WC10,2006-11-23,
WC14,2006-11-23,
WC7,2006-11-23,
WC27,2006-11-23,
WC1,2006-12-09,
WC2,2006-12-09,
WC3,2006-12-09,
WC6,2006-12-09,
WC4,2006-12-09,
WC5,2006-12-09,
WC26,2006-12-09,
SW4,2006-12-09,
NW6,2006-12-09,
NW7,2006-12-09,
NB1,2006-12-09,
WC20,2006-12-09,
WC19,2006-12-09,
SW3,2006-12-09,
WC18,2006-12-09,
WC17,2006-12-09,
SW5,2006-12-09,
SW6,2006-12-09,
WC12,2006-12-09,
WC8,2006-12-09,
WC11,2006-12-09,
WC25,2006-12-09,
WC16,2006-12-09,
WC15,2006-12-09,
NW1,2006-12-09,
NW2,2006-12-09,
NW3,2006-12-09,
NW4,2006-12-09,
NW5,2006-12-09,
WC23,2006-12-09,
WC22,2006-12-09,
WC24,2006-12-09,
NC2,2006-12-09,0.39781148898196045
NC1,2006-12-09,0.21558881200301705
WC21,2006-12-09,
WC13,2006-12-09,
WC9,2006-12-09,
SW1,2006-12-09,
SW2,2006-12-09,
WC10,2006-12-09,
WC14,2006-12-09,
WC7,2006-12-09,
WC27,2006-12-09,
WC1,2006-12-25,
WC2,2006-12-25,
WC3,2006-12-25,
WC6,2006-12-25,
WC4,2006-12-25,
WC5,2006-12-25,
WC26,2006-12-25,
SW4,2006-12-25,
NW6,2006-12-25,
NW7,2006-12-25,
NB1,2006-12-25,
WC20,2006-12-25,
WC19,2006-12-25,
SW3,2006-12-25,
WC18,2006-12-25,
WC17,2006-12-25,
SW5,2006-12-25,
SW6,2006-12-25,
WC12,2006-12-25,
WC8,2006-12-25,
WC11,2006-12-25,
WC25,2006-12-25,
WC16,2006-12-25,
WC15,2006-12-25,
NW1,2006-12-25,
NW2,2006-12-25,
NW3,2006-12-25,
NW4,2006-12-25,
NW5,2006-12-25,
WC23,2006-12-25,
WC22,2006-12-25,
WC24,2006-12-25,
NC2,2006-12-25,0.342399147198611
NC1,2006-12-25,0.26940195547272744
WC21,2006-12-25,
WC13,2006-12-25,
WC9,2006-12-25,
SW1,2006-12-25,
SW2,2006-12-25,
WC10,2006-12-25,
WC14,2006-12-25,
WC7,2006-12-25,
WC27,2006-12-25,
WC1,2007-01-26,
WC2,2007-01-26,
WC3,2007-01-26,
WC6,2007-01-26,
WC4,2007-01-26,
WC5,2007-01-26,
WC26,2007-01-26,
SW4,2007-01-26,
NW6,2007-01-26,
NW7,2007-01-26,
NB1,2007-01-26,
WC20,2007-01-26,
WC19,2007-01-26,
SW3,2007-01-26,
WC18,2007-01-26,
WC17,2007-01-26,
SW5,2007-01-26,
SW6,2007-01-26,
WC12,2007-01-26,
WC8,2007-01-26,
WC11,2007-01-26,
WC25,2007-01-26,
WC16,2007-01-26,
WC15,2007-01-26,
NW1,2007-01-26,
NW2,2007-01-26,
NW3,2007-01-26,
NW4,2007-01-26,
NW5,2007-01-26,
WC23,2007-01-26,
WC22,2007-01-26,
WC24,2007-01-26,
NC2,2007-01-26,0.023120756414582763
NC1,2007-01-26,-0.0010357133158177235
WC21,2007-01-26,
WC13,2007-01-26,
WC9,2007-01-26,
SW1,2007-01-26,
SW2,2007-01-26,
WC10,2007-01-26,
WC14,2007-01-26,
WC7,2007-01-26,
WC27,2007-01-26,
WC1,2007-02-27,
WC2,2007-02-27,
WC3,2007-02-27,
WC6,2007-02-27,
WC4,2007-02-27,
WC5,2007-02-27,
WC26,2007-02-27,
SW4,2007-02-27,
NW6,2007-02-27,
NW7,2007-02-27,
NB1,2007-02-27,
WC20,2007-02-27,
WC19,2007-02-27,
SW3,2007-02-27,
WC18,2007-02-27,
WC17,2007-02-27,
SW5,2007-02-27,
SW6,2007-02-27,
WC12,2007-02-27,
WC8,2007-02-27,
WC11,2007-02-27,
WC25,2007-02-27,
WC16,2007-02-27,
WC15,2007-02-27,
NW1,2007-02-27,
NW2,2007-02-27,
NW3,2007-02-27,
NW4,2007-02-27,
NW5,2007-02-27,
WC23,2007-02-27,
WC22,2007-02-27,
WC24,2007-02-27,
NC2,2007-02-27,0.23459924208196417
NC1,2007-02-27,0.23707001200825129
WC21,2007-02-27,
WC13,2007-02-27,
WC9,2007-02-27,
SW1,2007-02-27,
SW2,2007-02-27,
WC10,2007-02-27,
WC14,2007-02-27,
WC7,2007-02-27,
WC27,2007-02-27,
WC1,2007-03-15,
WC2,2007-03-15,
WC3,2007-03-15,
WC6,2007-03-15,
WC4,2007-03-15,
WC5,2007-03-15,
WC26,2007-03-15,
SW4,2007-03-15,
NW6,2007-03-15,
NW7,2007-03-15,
NB1,2007-03-15,
WC20,2007-03-15,
WC19,2007-03-15,
SW3,2007-03-15,
WC18,2007-03-15,
WC17,2007-03-15,
SW5,2007-03-15,
SW6,2007-03-15,
WC12,2007-03-15,
WC8,2007-03-15,
WC11,2007-03-15,
WC25,2007-03-15,
WC16,2007-03-15,
WC15,2007-03-15,
NW1,2007-03-15,
NW2,2007-03-15,
NW3,2007-03-15,
NW4,2007-03-15,
NW5,2007-03-15,
WC23,2007-03-15,
WC22,2007-03-15,
WC24,2007-03-15,
NC2,2007-03-15,0.2523712894729517
NC1,2007-03-15,0.26454978323055756
WC21,2007-03-15,
WC13,2007-03-15,
WC9,2007-03-15,
SW1,2007-03-15,
SW2,2007-03-15,
WC10,2007-03-15,
WC14,2007-03-15,
WC7,2007-03-15,
WC27,2007-03-15,
WC1,2007-04-16,
WC2,2007-04-16,
WC3,2007-04-16,
WC6,2007-04-16,
WC4,2007-04-16,
WC5,2007-04-16,
WC26,2007-04-16,
SW4,2007-04-16,
NW6,2007-04-16,
NW7,2007-04-16,
NB1,2007-04-16,
WC20,2007-04-16,
WC19,2007-04-16,
SW3,2007-04-16,
WC18,2007-04-16,
WC17,2007-04-16,
SW5,2007-04-16,
SW6,2007-04-16,
WC12,2007-04-16,
WC8,2007-04-16,
WC11,2007-04-16,
WC25,2007-04-16,
WC16,2007-04-16,
WC15,2007-04-16,
NW1,2007-04-16,
NW2,2007-04-16,
NW3,2007-04-16,
NW4,2007-04-16,
NW5,2007-04-16,
WC23,2007-04-16,
WC22,2007-04-16,
WC24,2007-04-16,
NC2,2007-04-16,0.3295020725404845
NC1,2007-04-16,0.5718629169270206
WC21,2007-04-16,
WC13,2007-04-16,
WC9,2007-04-16,
SW1,2007-04-16,
SW2,2007-04-16,
WC10,2007-04-16,
WC14,2007-04-16,
WC7,2007-04-16,
WC27,2007-04-16,
WC1,2007-05-18,
WC2,2007-05-18,
WC3,2007-05-18,
WC6,2007-05-18,
WC4,2007-05-18,
WC5,2007-05-18,
WC26,2007-05-18,
SW4,2007-05-18,
NW6,2007-05-18,
NW7,2007-05-18,
NB1,2007-05-18,
WC20,2007-05-18,
WC19,2007-05-18,
SW3,2007-05-18,
WC18,2007-05-18,
WC17,2007-05-18,
SW5,2007-05-18,
SW6,2007-05-18,
WC12,2007-05-18,
WC8,2007-05-18,
WC11,2007-05-18,
WC25,2007-05-18,
WC16,2007-05-18,
WC15,2007-05-18,
NW1,2007-05-18,
NW2,2007-05-18,
NW3,2007-05-18,
NW4,2007-05-18,
NW5,2007-05-18,
WC23,2007-05-18,
WC22,2007-05-18,
WC24,2007-05-18,
NC2,2007-05-18,0.6687051704585442
NC1,2007-05-18,0.8023634174502615
WC21,2007-05-18,
WC13,2007-05-18,
WC9,2007-05-18,
SW1,2007-05-18,
SW2,2007-05-18,
WC10,2007-05-18,
WC14,2007-05-18,
WC7,2007-05-18,
WC27,2007-05-18,
WC1,2007-06-19,
WC2,2007-06-19,
WC3,2007-06-19,
WC6,2007-06-19,
WC4,2007-06-19,
WC5,2007-06-19,
WC26,2007-06-19,
SW4,2007-06-19,
NW6,2007-06-19,
NW7,2007-06-19,
NB1,2007-06-19,
WC20,2007-06-19,
WC19,2007-06-19,
SW3,2007-06-19,
WC18,2007-06-19,
WC17,2007-06-19,
SW5,2007-06-19,
SW6,2007-06-19,
WC12,2007-06-19,
WC8,2007-06-19,
WC11,2007-06-19,
WC25,2007-06-19,
WC16,2007-06-19,
WC15,2007-06-19,
NW1,2007-06-19,
NW2,2007-06-19,
NW3,2007-06-19,
NW4,2007-06-19,
NW5,2007-06-19,
WC23,2007-06-19,
WC22,2007-06-19,
WC24,2007-06-19,
NC2,2007-06-19,0.7217191058165294
NC1,2007-06-19,0.2954082597206004
WC21,2007-06-19,
WC13,2007-06-19,
WC9,2007-06-19,
SW1,2007-06-19,
SW2,2007-06-19,
WC10,2007-06-19,
WC14,2007-06-19,
WC7,2007-06-19,
WC27,2007-06-19,
WC1,2007-07-05,
WC2,2007-07-05,
WC3,2007-07-05,
WC6,2007-07-05,
WC4,2007-07-05,
WC5,2007-07-05,
WC26,2007-07-05,
SW4,2007-07-05,
NW6,2007-07-05,
NW7,2007-07-05,
NB1,2007-07-05,
WC20,2007-07-05,
WC19,2007-07-05,
SW3,2007-07-05,
WC18,2007-07-05,
WC17,2007-07-05,
SW5,2007-07-05,
SW6,2007-07-05,
WC12,2007-07-05,
WC8,2007-07-05,
WC11,2007-07-05,
WC25,2007-07-05,
WC16,2007-07-05,
WC15,2007-07-05,
NW1,2007-07-05,
NW2,2007-07-05,
NW3,2007-07-05,
NW4,2007-07-05,
NW5,2007-07-05,
WC23,2007-07-05,
WC22,2007-07-05,
WC24,2007-07-05,
NC2,2007-07-05,0.38113072007214904
NC1,2007-07-05,0.2765397256663734
WC21,2007-07-05,
WC13,2007-07-05,
WC9,2007-07-05,
SW1,2007-07-05,
SW2,2007-07-05,
WC10,2007-07-05,
WC14,2007-07-05,
WC7,2007-07-05,
WC27,2007-07-05,
WC1,2007-07-21,
WC2,2007-07-21,
WC3,2007-07-21,
WC6,2007-07-21,
WC4,2007-07-21,
WC5,2007-07-21,
WC26,2007-07-21,
SW4,2007-07-21,
NW6,2007-07-21,
NW7,2007-07-21,
NB1,2007-07-21,
WC20,2007-07-21,
WC19,2007-07-21,
SW3,2007-07-21,
WC18,2007-07-21,
WC17,2007-07-21,
SW5,2007-07-21,
SW6,2007-07-21,
WC12,2007-07-21,
WC8,2007-07-21,
WC11,2007-07-21,
WC25,2007-07-21,
WC16,2007-07-21,
WC15,2007-07-21,
NW1,2007-07-21,
NW2,2007-07-21,
NW3,2007-07-21,
NW4,2007-07-21,
NW5,2007-07-21,
WC23,2007-07-21,
WC22,2007-07-21,
WC24,2007-07-21,
NC2,2007-07-21,0.8052581122026803
NC1,2007-07-21,0.46263131199366164
WC21,2007-07-21,
WC13,2007-07-21,
WC9,2007-07-21,
SW1,2007-07-21,
SW2,2007-07-21,
WC10,2007-07-21,
WC14,2007-07-21,
WC7,2007-07-21,
WC27,2007-07-21,
WC1,2007-08-06,
WC2,2007-08-06,
WC3,2007-08-06,
WC6,2007-08-06,
WC4,2007-08-06,
WC5,2007-08-06,
WC26,2007-08-06,
SW4,2007-08-06,
NW6,2007-08-06,
NW7,2007-08-06,
NB1,2007-08-06,
WC20,2007-08-06,
WC19,2007-08-06,
SW3,2007-08-06,
WC18,2007-08-06,
WC17,2007-08-06,
SW5,2007-08-06,
SW6,2007-08-06,
WC12,2007-08-06,
WC8,2007-08-06,
WC11,2007-08-06,
WC25,2007-08-06,
WC16,2007-08-06,
WC15,2007-08-06,
NW1,2007-08-06,
NW2,2007-08-06,
NW3,2007-08-06,
NW4,2007-08-06,
NW5,2007-08-06,
WC23,2007-08-06,
WC22,2007-08-06,
WC24,2007-08-06,
NC2,2007-08-06,0.6431489151679103
NC1,2007-08-06,0.7604878319326933
WC21,2007-08-06,
WC13,2007-08-06,
WC9,2007-08-06,
SW1,2007-08-06,
SW2,2007-08-06,
WC10,2007-08-06,
WC14,2007-08-06,
WC7,2007-08-06,
WC27,2007-08-06,
WC1,2007-08-22,
WC2,2007-08-22,
WC3,2007-08-22,
WC6,2007-08-22,
WC4,2007-08-22,
WC5,2007-08-22,
WC26,2007-08-22,
SW4,2007-08-22,
NW6,2007-08-22,
NW7,2007-08-22,
NB1,2007-08-22,
WC20,2007-08-22,
WC19,2007-08-22,
SW3,2007-08-22,
WC18,2007-08-22,
WC17,2007-08-22,
